Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Solar Hour Angle [deg](TimeStep),TECHO:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep) 
 03/09  17:40:00,31.6,3.5,180.0,81.2,,378.0,-73.15266130348022,173.29624199321523 
 03/09  17:50:00,31.8,2.4,177.0,72.77,,336.1,-75.65266130348017,141.3613623882074 
 03/09  18:00:00,31.4,3.7,204.0,62.46,84.87166666666666,306.7,-78.1526613034802,112.78079410552164 
 03/09  18:10:00,30.8,3.4,196.0,47.66,,73.6,-80.65266130348022,56.76369312420731 
 03/09  18:20:00,30.5,3.1,194.0,35.43,,150.0,-83.15266130348017,47.882459856518835 
 03/09  18:30:00,30.3,3.5,192.0,24.59,,118.4,-85.6526613034802,29.57746840796723 
 03/09  18:40:00,29.8,3.5,184.0,13.14,,7.787,-88.15266130348022,13.14850178816434 
 03/09  18:50:00,29.5,3.4,183.0,0.0,,0.0,-90.65266130348017,0.0 
 03/09  19:00:00,29.1,3.5,197.0,0.0,20.136666666666667,0.0,-93.1526613034802,0.0 
 03/09  19:10:00,29.0,4.2,206.0,0.0,,0.0,-95.65266130348022,0.0 
 03/09  19:20:00,28.8,3.7,215.0,0.0,,0.0,-98.15266130348017,0.0 
 03/09  19:30:00,28.6,4.1,229.0,0.0,,0.0,-100.6526613034802,0.0 
 03/09  19:40:00,28.4,4.3,238.0,0.0,,0.0,-103.15266130348022,0.0 
 03/09  19:50:00,28.2,4.7,238.0,0.0,,0.0,-105.65266130348017,0.0 
 03/09  20:00:00,28.0,4.0,245.0,0.0,0.0,0.0,-108.1526613034802,0.0 
 03/09  20:10:00,27.8,3.6,254.0,0.0,,0.0,-110.65266130348022,0.0 
 03/09  20:20:00,27.6,2.8,259.0,0.0,,0.0,-113.15266130348017,0.0 
 03/09  20:30:00,27.4,2.5,285.0,0.0,,0.0,-115.6526613034802,0.0 
 03/09  20:40:00,27.1,1.5,212.0,0.0,,0.0,-118.15266130348022,0.0 
 03/09  20:50:00,26.7,1.4,113.0,0.0,,0.0,-120.65266130348017,0.0 
 03/09  21:00:00,26.0,0.9,36.0,0.0,0.0,0.0,-123.1526613034802,0.0 
 03/09  21:10:00,25.7,0.2,23.0,0.0,,0.0,-125.6526613034802,0.0 
 03/09  21:20:00,25.1,1.2,218.0,0.0,,0.0,-128.15266130348016,0.0 
 03/09  21:30:00,25.0,0.7,273.0,0.0,,0.0,-130.65266130348022,0.0 
 03/09  21:40:00,24.9,0.7,344.0,0.0,,0.0,-133.15266130348022,0.0 
 03/09  21:50:00,23.9,2.4,330.0,0.0,,0.0,-135.65266130348016,0.0 
 03/09  22:00:00,23.8,2.0,332.0,0.0,0.0,0.0,-138.15266130348022,0.0 
 03/09  22:10:00,24.3,2.3,152.0,0.0,,0.0,-140.65266130348022,0.0 
 03/09  22:20:00,24.4,1.7,34.0,0.0,,0.0,-143.15266130348016,0.0 
 03/09  22:30:00,24.3,0.5,35.0,0.0,,0.0,-145.65266130348022,0.0 
 03/09  22:40:00,24.4,0.6,90.0,0.0,,0.0,-148.15266130348022,0.0 
 03/09  22:50:00,24.1,0.0,65.0,0.0,,0.0,-150.65266130348016,0.0 
 03/09  23:00:00,23.7,0.0,95.0,0.0,0.0,0.0,-153.15266130348022,0.0 
 03/09  23:10:00,23.7,0.3,59.0,0.0,,0.0,-155.65266130348022,0.0 
 03/09  23:20:00,23.4,0.8,64.0,0.0,,0.0,-158.15266130348016,0.0 
 03/09  23:30:00,23.7,1.1,71.0,0.0,,0.0,-160.65266130348022,0.0 
 03/09  23:40:00,23.8,0.4,50.0,0.0,,0.0,-163.15266130348022,0.0 
 03/09  23:50:00,23.7,0.8,59.0,0.0,,0.0,-165.65266130348016,0.0 
 03/09  24:00:00,23.4,0.3,59.0,0.0,0.0,0.0,-168.15266130348022,0.0 
 03/10  00:10:00,23.4,0.8,43.0,0.0,,0.0,189.28452727454737,0.0 
 03/10  00:20:00,23.4,0.7,40.0,0.0,,0.0,186.78452727454737,0.0 
 03/10  00:30:00,23.0,0.6,27.0,0.0,,0.0,184.28452727454737,0.0 
 03/10  00:40:00,22.9,0.9,26.0,0.0,,0.0,181.78452727454737,0.0 
 03/10  00:50:00,22.6,1.0,29.0,0.0,,0.0,179.28452727454737,0.0 
 03/10  01:00:00,22.4,1.3,21.0,0.0,0.0,0.0,176.78452727454737,0.0 
 03/10  01:10:00,22.5,1.4,14.0,0.0,,0.0,174.28452727454737,0.0 
 03/10  01:20:00,22.4,1.5,15.0,0.0,,0.0,171.78452727454737,0.0 
 03/10  01:30:00,22.3,1.7,18.0,0.0,,0.0,169.28452727454737,0.0 
 03/10  01:40:00,22.2,1.5,19.0,0.0,,0.0,166.78452727454737,0.0 
 03/10  01:50:00,22.2,1.7,21.0,0.0,,0.0,164.28452727454737,0.0 
 03/10  02:00:00,22.0,1.8,18.0,0.0,0.0,0.0,161.78452727454737,0.0 
 03/10  02:10:00,21.9,1.4,176.0,0.0,,0.0,159.28452727454737,0.0 
 03/10  02:20:00,21.6,1.4,312.0,0.0,,0.0,156.78452727454737,0.0 
 03/10  02:30:00,21.6,2.0,113.0,0.0,,0.0,154.28452727454737,0.0 
 03/10  02:40:00,21.5,1.8,12.0,0.0,,0.0,151.78452727454737,0.0 
 03/10  02:50:00,21.4,1.5,26.0,0.0,,0.0,149.28452727454737,0.0 
 03/10  03:00:00,21.4,0.9,32.0,0.0,0.0,0.0,146.78452727454737,0.0 
 03/10  03:10:00,21.5,1.1,29.0,0.0,,0.0,144.28452727454737,0.0 
 03/10  03:20:00,21.5,2.0,215.0,0.0,,0.0,141.78452727454737,0.0 
 03/10  03:30:00,21.3,1.3,43.0,0.0,,0.0,139.28452727454737,0.0 
 03/10  03:40:00,21.4,1.4,282.0,0.0,,0.0,136.78452727454737,0.0 
 03/10  03:50:00,21.0,1.6,182.0,0.0,,0.0,134.28452727454737,0.0 
 03/10  04:00:00,20.7,1.9,147.0,0.0,0.0,0.0,131.78452727454737,0.0 
 03/10  04:10:00,20.5,1.6,333.0,0.0,,0.0,129.28452727454737,0.0 
 03/10  04:20:00,20.9,1.8,342.0,0.0,,0.0,126.78452727454737,0.0 
 03/10  04:30:00,20.6,1.5,327.0,0.0,,0.0,124.28452727454736,0.0 
 03/10  04:40:00,20.4,1.7,323.0,0.0,,0.0,121.78452727454737,0.0 
 03/10  04:50:00,20.2,1.8,342.0,0.0,,0.0,119.28452727454737,0.0 
 03/10  05:00:00,19.6,1.8,340.0,0.0,0.0,0.0,116.78452727454736,0.0 
 03/10  05:10:00,19.0,1.4,345.0,0.0,,0.0,114.28452727454737,0.0 
 03/10  05:20:00,19.2,0.7,211.0,0.0,,0.0,111.78452727454737,0.0 
 03/10  05:30:00,19.3,0.9,80.0,0.0,,0.0,109.28452727454736,0.0 
 03/10  05:40:00,19.6,1.2,121.0,0.0,,0.0,106.78452727454737,0.0 
 03/10  05:50:00,19.5,1.4,281.0,0.0,,0.0,104.28452727454737,0.0 
 03/10  06:00:00,19.3,2.1,247.0,0.0,0.0,0.0,101.78452727454736,0.0 
 03/10  06:10:00,19.0,2.2,354.0,0.0,,0.0,99.28452727454737,0.0 
 03/10  06:20:00,18.7,2.0,341.0,0.0,,0.0,96.78452727454737,0.0 
 03/10  06:30:00,18.6,2.3,342.0,0.0,,0.0,94.28452727454736,0.0 
 03/10  06:40:00,18.8,1.8,334.0,0.0,,0.0,91.78452727454737,0.0 
 03/10  06:50:00,19.1,1.5,340.0,0.0,,0.0,89.28452727454737,0.0 
 03/10  07:00:00,18.8,1.7,334.0,2.75,0.4583333333333333,0.181,86.78452727454736,2.7533790348531317 
 03/10  07:10:00,18.2,1.6,344.0,10.64,,13.73,84.28452727454737,11.459002642264018 
 03/10  07:20:00,18.5,1.6,328.0,20.91,,153.9,81.78452727454737,36.37072266857739 
 03/10  07:30:00,18.3,2.1,329.0,30.38,,257.2,79.28452727454736,66.64979080006582 
 03/10  07:40:00,18.9,1.5,330.0,39.01,,347.5,76.78452727454737,101.99379324493287 
 03/10  07:50:00,19.7,1.7,333.0,46.2,,426.4,74.28452727454737,140.46611807457896 
 03/10  08:00:00,20.0,1.5,237.0,52.47,33.26833333333333,489.6,71.78452727454736,179.97173849164287 
 03/10  08:10:00,20.9,0.9,212.0,57.82,,545.4,69.28452727454737,221.0096380558625 
 03/10  08:20:00,22.1,0.0,176.0,62.36,,586.8,66.78452727454734,260.33028010111553 
 03/10  08:30:00,23.5,0.0,125.0,66.7,,624.8,64.28452727454736,300.89553238184385 
 03/10  08:40:00,25.0,0.1,173.0,71.31,,654.2,61.78452727454737,340.5263939406675 
 03/10  08:50:00,25.4,0.4,160.0,75.98,,686.8,59.28452727454735,383.22992482236026 
 03/10  09:00:00,25.1,1.1,162.0,78.24,68.735,722.8,56.78452727454736,426.84496589505403 
 03/10  09:10:00,25.2,1.3,145.0,81.2,,739.9,54.28452727454737,463.1763044125751 
 03/10  09:20:00,25.4,1.0,164.0,84.3,,763.6,51.78452727454735,503.64456161494167 
 03/10  09:30:00,25.3,1.8,180.0,87.2,,778.0,49.28452727454736,539.2000636429719 
 03/10  09:40:00,26.2,0.7,152.0,89.5,,800.0,46.78452727454737,578.7965835133764 
 03/10  09:50:00,26.8,0.9,147.0,91.7,,811.0,44.28452727454735,611.584135837956 
 03/10  10:00:00,26.6,1.1,159.0,94.1,88.0,823.0,41.78452727454736,644.8362333507743 
 03/10  10:10:00,27.1,1.6,189.0,96.7,,835.0,39.28452727454737,677.8504591978759 
 03/10  10:20:00,27.0,1.3,157.0,98.9,,845.0,36.78452727454735,708.4927724849553 
 03/10  10:30:00,27.3,1.7,130.0,100.2,,857.0,34.28452727454736,739.0094350955293 
 03/10  10:40:00,28.1,1.6,156.0,101.4,,869.0,31.78452727454737,768.7172099355764 
 03/10  10:50:00,28.4,1.4,173.0,102.0,,883.0,29.28452727454735,798.6029338177757 
 03/10  11:00:00,28.9,0.9,168.0,103.4,100.43333333333334,886.0,26.784527274547358,819.5843923534125 
 03/10  11:10:00,28.9,1.6,193.0,104.5,,895.0,24.28452727454737,843.9187054101716 
 03/10  11:20:00,28.8,1.2,132.0,105.1,,900.0,21.78452727454735,863.2291474108931 
 03/10  11:30:00,29.0,1.6,152.0,106.6,,902.0,19.284527274547358,879.5259611600251 
 03/10  11:40:00,29.1,1.3,243.0,108.6,,898.0,16.78452727454737,889.6341617675954 
 03/10  11:50:00,29.0,2.0,115.0,112.0,,894.0,14.28452727454735,899.5063690463982 
 03/10  12:00:00,29.3,1.5,113.0,110.9,107.94999999999999,905.0,11.78452727454736,916.5984227718851 
 03/10  12:10:00,30.3,1.1,124.0,111.5,,911.0,9.284527274547369,929.5008425351074 
 03/10  12:20:00,31.3,1.3,115.0,112.8,,910.0,6.784527274547351,935.2466029546923 
 03/10  12:30:00,31.1,1.1,235.0,113.7,,906.0,4.28452727454736,936.2391311129712 
 03/10  12:40:00,30.3,0.6,131.0,117.0,,895.0,1.7845272745473686,931.6152118829626 
 03/10  12:50:00,31.5,1.5,266.0,122.6,,890.0,-0.7154727254526492,933.1206543041557 
 03/10  13:00:00,30.7,1.7,154.0,126.3,117.31666666666666,886.0,-3.2154727254526403,932.0436125231155 
 03/10  13:10:00,31.0,1.1,183.0,133.5,,867.0,-5.715472725452631,919.3023701710713 
 03/10  13:20:00,32.0,1.9,130.0,140.2,,858.0,-8.21547272545265,913.6793150325011 
 03/10  13:30:00,31.1,2.2,150.0,145.9,,860.0,-10.715472725452642,915.4797709344253 
 03/10  13:40:00,31.9,1.4,176.0,164.8,,852.0,-13.215472725452631,920.0694892729127 
 03/10  13:50:00,32.4,1.9,185.0,223.4,,782.0,-15.71547272545265,908.686959219247 
 03/10  14:00:00,32.6,2.2,198.0,251.3,176.51666666666668,624.7,-18.215472725452642,791.3269101564517 
 03/10  14:10:00,31.9,1.2,141.0,204.7,,256.2,-20.71547272545263,422.69674008341957 
 03/10  14:20:00,33.3,1.2,185.0,219.8,,767.0,-23.21547272545265,860.7304493286626 
 03/10  14:30:00,33.7,2.0,181.0,223.1,,776.0,-25.715472725452642,858.435063544175 
 03/10  14:40:00,33.4,1.7,170.0,239.1,,513.2,-28.215472725452628,649.7681227513601 
 03/10  14:50:00,32.8,1.1,127.0,206.9,,507.5,-30.71547272545265,602.8047937628277 
 03/10  15:00:00,34.1,2.2,112.0,209.1,217.11666666666667,715.2,-33.21547272545264,751.5512158617262 
 03/10  15:10:00,34.2,1.9,178.0,196.9,,711.0,-35.71547272545263,719.7058385832406 
 03/10  15:20:00,34.1,1.9,130.0,203.6,,641.0,-38.21547272545265,659.1594867363425 
 03/10  15:30:00,34.3,2.1,119.0,226.5,,596.4,-40.71547272545264,634.8429082751688 
 03/10  15:40:00,33.5,1.4,125.0,154.0,,16.79,-43.21547272545263,165.03598688482086 
 03/10  15:50:00,32.8,1.2,181.0,117.8,,0.0,-45.71547272545265,117.8 
 03/10  16:00:00,32.3,1.5,186.0,144.3,173.85,62.58,-48.21547272545264,181.76347490326708 
 03/10  16:10:00,32.9,1.2,138.0,199.3,,74.39,-50.715472725452656,241.51628222384176 
 03/10  16:20:00,32.9,1.4,130.0,186.6,,17.3,-53.2154727254526,195.8591304883697 
 03/10  16:30:00,32.5,1.7,125.0,158.7,,1.543,-55.715472725452614,159.47434233233997 
 03/10  16:40:00,32.5,1.4,113.0,161.0,,1.478,-58.21547272545263,161.69090532369236 
 03/10  16:50:00,32.5,1.3,118.0,170.7,,12.14,-60.7154727254526,175.94603305766722 
 03/10  17:00:00,32.3,1.7,115.0,153.6,171.64999999999998,0.16,-63.215472725452614,153.66334628061566 
 03/10  17:10:00,32.3,1.2,101.0,115.4,,0.38,-65.71547272545263,115.53637726255413 
 03/10  17:20:00,32.5,1.0,73.0,89.7,,114.3,-68.2154727254526,126.40381586106574 
 03/10  17:30:00,32.2,1.0,68.0,66.57,,1.369,-70.71547272545261,66.9569865895852 
 03/10  17:40:00,31.7,0.6,40.0,44.92,,5.102,-73.21547272545263,46.163055626056575 
 03/10  17:50:00,32.2,0.4,77.0,49.93,,189.5,-75.7154727254526,88.60320194158078 
 03/10  18:00:00,32.2,1.9,181.0,56.95,70.57833333333333,216.2,-78.21547272545261,92.42230415915807 
 03/10  18:10:00,30.8,2.2,148.0,46.32,,150.1,-80.71547272545263,64.88609154814563 
 03/10  18:20:00,30.1,2.6,283.0,29.21,,47.37,-83.2154727254526,33.142486822688646 
 03/10  18:30:00,29.4,4.1,112.0,19.93,,0.0,-85.71547272545261,19.93 
 03/10  18:40:00,29.1,3.4,7.0,17.65,,0.063,-88.21547272545263,17.65006878292723 
 03/10  18:50:00,29.0,2.5,75.0,0.0,,0.0,-90.7154727254526,0.0 
 03/10  19:00:00,28.6,2.4,75.0,0.0,18.85166666666667,0.0,-93.21547272545261,0.0 
 03/10  19:10:00,28.1,2.5,146.0,0.0,,0.0,-95.71547272545263,0.0 
 03/10  19:20:00,27.9,2.4,281.0,0.0,,0.0,-98.2154727254526,0.0 
 03/10  19:30:00,27.7,2.8,281.0,0.0,,0.0,-100.71547272545261,0.0 
 03/10  19:40:00,27.5,2.4,350.0,0.0,,0.0,-103.21547272545263,0.0 
 03/10  19:50:00,27.3,2.4,335.0,0.0,,0.0,-105.7154727254526,0.0 
 03/10  20:00:00,27.1,2.6,273.0,0.0,0.0,0.0,-108.21547272545261,0.0 
 03/10  20:10:00,26.9,2.7,309.0,0.0,,0.0,-110.71547272545263,0.0 
 03/10  20:20:00,26.9,2.4,315.0,0.0,,0.0,-113.2154727254526,0.0 
 03/10  20:30:00,27.3,3.2,342.0,0.0,,0.0,-115.71547272545261,0.0 
 03/10  20:40:00,26.8,2.3,37.0,0.0,,0.0,-118.21547272545263,0.0 
 03/10  20:50:00,26.5,1.5,88.0,0.0,,0.0,-120.71547272545259,0.0 
 03/10  21:00:00,26.4,0.3,93.0,0.0,0.0,0.0,-123.21547272545261,0.0 
 03/10  21:10:00,26.3,1.1,205.0,0.0,,0.0,-125.71547272545264,0.0 
 03/10  21:20:00,26.2,0.4,113.0,0.0,,0.0,-128.21547272545257,0.0 
 03/10  21:30:00,25.9,0.2,162.0,0.0,,0.0,-130.71547272545263,0.0 
 03/10  21:40:00,25.4,0.6,25.0,0.0,,0.0,-133.21547272545263,0.0 
 03/10  21:50:00,25.5,1.2,28.0,0.0,,0.0,-135.71547272545257,0.0 
 03/10  22:00:00,25.4,0.5,183.0,0.0,0.0,0.0,-138.21547272545263,0.0 
 03/10  22:10:00,25.4,2.0,277.0,0.0,,0.0,-140.71547272545263,0.0 
 03/10  22:20:00,25.0,2.4,179.0,0.0,,0.0,-143.21547272545257,0.0 
 03/10  22:30:00,24.7,2.3,53.0,0.0,,0.0,-145.71547272545263,0.0 
 03/10  22:40:00,24.7,1.6,14.0,0.0,,0.0,-148.21547272545263,0.0 
 03/10  22:50:00,24.9,1.8,50.0,0.0,,0.0,-150.71547272545257,0.0 
 03/10  23:00:00,24.7,1.6,310.0,0.0,0.0,0.0,-153.21547272545263,0.0 
 03/10  23:10:00,24.5,1.8,267.0,0.0,,0.0,-155.71547272545263,0.0 
 03/10  23:20:00,24.3,1.0,307.0,0.0,,0.0,-158.21547272545257,0.0 
 03/10  23:30:00,24.0,0.6,333.0,0.0,,0.0,-160.71547272545263,0.0 
 03/10  23:40:00,23.7,1.2,326.0,0.0,,0.0,-163.21547272545263,0.0 
 03/10  23:50:00,23.3,1.3,330.0,0.0,,0.0,-165.71547272545257,0.0 
 03/10  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,-168.21547272545263,0.0 
