Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Solar Hour Angle [deg](TimeStep),TECHO:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep) 
 03/05  23:40:00,22.9,0.3,246.0,0.0,,0.0,-162.91760580430127,0.0 
 03/05  23:50:00,22.8,1.2,208.0,0.0,,0.0,-165.41760580430127,0.0 
 03/05  24:00:00,22.7,1.7,130.0,0.0,0.0,0.0,-167.91760580430127,0.0 
 03/06  00:10:00,22.7,0.5,120.0,0.0,,0.0,189.52622429456443,0.0 
 03/06  00:20:00,22.8,0.2,103.0,0.0,,0.0,187.02622429456443,0.0 
 03/06  00:30:00,22.6,0.5,132.0,0.0,,0.0,184.52622429456443,0.0 
 03/06  00:40:00,22.6,0.0,187.0,0.0,,0.0,182.02622429456443,0.0 
 03/06  00:50:00,22.7,0.0,29.0,0.0,,0.0,179.52622429456443,0.0 
 03/06  01:00:00,22.4,1.0,181.0,0.0,0.0,0.0,177.02622429456443,0.0 
 03/06  01:10:00,22.1,1.7,213.0,0.0,,0.0,174.52622429456443,0.0 
 03/06  01:20:00,21.2,2.2,273.0,0.0,,0.0,172.02622429456443,0.0 
 03/06  01:30:00,21.1,2.1,331.0,0.0,,0.0,169.52622429456443,0.0 
 03/06  01:40:00,21.4,2.3,336.0,0.0,,0.0,167.02622429456443,0.0 
 03/06  01:50:00,21.3,2.3,337.0,0.0,,0.0,164.52622429456443,0.0 
 03/06  02:00:00,20.8,2.3,343.0,0.0,0.0,0.0,162.02622429456443,0.0 
 03/06  02:10:00,20.3,2.5,338.0,0.0,,0.0,159.52622429456443,0.0 
 03/06  02:20:00,19.7,2.4,331.0,0.0,,0.0,157.02622429456443,0.0 
 03/06  02:30:00,20.5,2.2,338.0,0.0,,0.0,154.52622429456443,0.0 
 03/06  02:40:00,20.3,2.2,338.0,0.0,,0.0,152.02622429456443,0.0 
 03/06  02:50:00,19.8,2.0,329.0,0.0,,0.0,149.52622429456443,0.0 
 03/06  03:00:00,19.7,1.9,331.0,0.0,0.0,0.0,147.02622429456443,0.0 
 03/06  03:10:00,19.7,2.1,336.0,0.0,,0.0,144.52622429456443,0.0 
 03/06  03:20:00,19.5,2.3,350.0,0.0,,0.0,142.02622429456443,0.0 
 03/06  03:30:00,19.3,2.1,354.0,0.0,,0.0,139.52622429456443,0.0 
 03/06  03:40:00,19.2,1.7,276.0,0.0,,0.0,137.02622429456443,0.0 
 03/06  03:50:00,19.1,1.5,333.0,0.0,,0.0,134.52622429456443,0.0 
 03/06  04:00:00,18.9,1.9,332.0,0.0,0.0,0.0,132.02622429456446,0.0 
 03/06  04:10:00,19.4,1.8,334.0,0.0,,0.0,129.52622429456443,0.0 
 03/06  04:20:00,19.0,2.0,334.0,0.0,,0.0,127.02622429456446,0.0 
 03/06  04:30:00,18.7,2.0,338.0,0.0,,0.0,124.52622429456446,0.0 
 03/06  04:40:00,18.9,2.0,346.0,0.0,,0.0,122.02622429456446,0.0 
 03/06  04:50:00,18.6,2.2,349.0,0.0,,0.0,119.52622429456446,0.0 
 03/06  05:00:00,18.4,2.3,41.0,0.0,0.0,0.0,117.02622429456446,0.0 
 03/06  05:10:00,18.7,2.3,22.0,0.0,,0.0,114.52622429456446,0.0 
 03/06  05:20:00,18.9,1.8,23.0,0.0,,0.0,112.02622429456446,0.0 
 03/06  05:30:00,19.0,1.6,14.0,0.0,,0.0,109.52622429456446,0.0 
 03/06  05:40:00,19.1,1.5,144.0,0.0,,0.0,107.02622429456446,0.0 
 03/06  05:50:00,19.1,1.7,345.0,0.0,,0.0,104.52622429456446,0.0 
 03/06  06:00:00,19.4,2.0,351.0,0.0,0.0,0.0,102.02622429456446,0.0 
 03/06  06:10:00,19.0,2.1,353.0,0.0,,0.0,99.52622429456446,0.0 
 03/06  06:20:00,18.4,2.1,41.0,0.0,,0.0,97.02622429456446,0.0 
 03/06  06:30:00,18.3,2.1,251.0,0.0,,0.0,94.52622429456446,0.0 
 03/06  06:40:00,18.5,2.0,350.0,0.0,,0.0,92.02622429456446,0.0 
 03/06  06:50:00,18.2,1.8,249.0,0.0,,0.0,89.52622429456446,0.0 
 03/06  07:00:00,18.2,2.1,313.0,1.756,0.2926666666666667,0.246,87.02622429456446,1.7605925004081238 
 03/06  07:10:00,18.6,2.2,211.0,10.35,,8.43,84.52622429456446,10.85285449921964 
 03/06  07:20:00,18.8,2.0,179.0,22.59,,59.56,82.02622429456446,28.573369994415007 
 03/06  07:30:00,19.1,1.4,341.0,35.58,,120.5,79.52622429456446,52.57265082195929 
 03/06  07:40:00,19.5,1.4,351.0,48.92,,177.6,77.02622429456446,81.10970267712253 
 03/06  07:50:00,19.9,1.5,80.0,61.98,,234.3,74.52622429456446,113.77772857615818 
 03/06  08:00:00,20.3,1.0,116.0,74.48,42.31666666666666,277.1,72.02622429456446,146.64244227131178 
 03/06  08:10:00,20.9,0.6,109.0,85.2,,325.1,69.52622429456446,182.47347145574057 
 03/06  08:20:00,21.9,0.0,79.0,94.7,,368.7,67.02622429456446,219.08930176087475 
 03/06  08:30:00,22.8,0.6,102.0,104.0,,408.3,64.52622429456446,257.0442315485065 
 03/06  08:40:00,23.1,0.7,162.0,111.1,,443.8,62.026224294564464,293.73258274360785 
 03/06  08:50:00,23.4,1.2,184.0,118.4,,471.4,59.52622429456445,329.28761584341964 
 03/06  09:00:00,23.8,0.9,170.0,125.6,106.5,502.6,57.02622429456446,368.0029549790456 
 03/06  09:10:00,24.0,0.9,178.0,134.1,,534.4,54.526224294564464,409.98611579683757 
 03/06  09:20:00,24.6,1.4,204.0,142.2,,559.6,52.02622429456445,449.5143225245172 
 03/06  09:30:00,24.0,1.1,157.0,149.7,,582.7,49.52622429456446,488.23526617578375 
 03/06  09:40:00,25.0,1.3,195.0,161.0,,584.1,47.026224294564464,518.247668037704 
 03/06  09:50:00,25.0,1.8,239.0,172.2,,595.2,44.52622429456445,553.7475186815677 
 03/06  10:00:00,24.2,1.5,197.0,166.9,154.35,562.8,42.02622429456446,543.5152516765683 
 03/06  10:10:00,24.9,1.6,198.0,169.5,,635.6,39.526224294564464,611.8703375642754 
 03/06  10:20:00,24.4,2.1,151.0,172.3,,655.8,37.02622429456445,645.401704373531 
 03/06  10:30:00,25.9,1.8,168.0,175.1,,665.9,34.52622429456446,671.4631304902134 
 03/06  10:40:00,26.1,1.5,182.0,176.9,,683.5,32.026224294564464,701.7691749032986 
 03/06  10:50:00,26.5,1.6,116.0,176.6,,702.0,29.52622429456445,730.4111659570539 
 03/06  11:00:00,26.8,1.1,140.0,176.0,174.4,718.9,27.026224294564457,757.1116926217475 
 03/06  11:10:00,27.7,1.2,95.0,175.7,,735.8,24.526224294564464,783.5930541238035 
 03/06  11:20:00,27.7,1.3,134.0,175.5,,745.5,22.02622429456445,803.4836437720231 
 03/06  11:30:00,26.8,1.0,187.0,177.7,,745.8,19.526224294564457,816.7778069103622 
 03/06  11:40:00,27.7,2.0,175.0,177.9,,763.0,17.026224294564464,841.518112949527 
 03/06  11:50:00,27.1,1.9,176.0,174.8,,775.5,14.526224294564448,857.9221355654158 
 03/06  12:00:00,29.1,1.0,178.0,171.4,175.5,784.6,12.026224294564457,869.9093729357139 
 03/06  12:10:00,28.9,1.5,98.0,167.6,,786.5,9.526224294564466,873.8103871063249 
 03/06  12:20:00,28.9,1.4,96.0,167.9,,790.6,7.026224294564448,882.4343783472306 
 03/06  12:30:00,28.7,2.1,91.0,171.4,,786.6,4.526224294564457,885.5382787345068 
 03/06  12:40:00,28.4,1.5,131.0,175.8,,792.4,2.026224294564466,897.0302725095637 
 03/06  12:50:00,29.5,2.6,125.0,192.1,,777.8,-0.4737757054355516,900.4404100199688 
 03/06  13:00:00,29.3,1.5,229.0,211.6,181.0666666666667,686.9,-2.9737757054355427,836.2786539978872 
 03/06  13:10:00,30.0,1.1,148.0,218.1,,693.6,-5.473775705435534,846.7418961368571 
 03/06  13:20:00,30.7,1.9,160.0,214.6,,666.7,-7.97377570543555,815.6240784757209 
 03/06  13:30:00,30.2,2.3,159.0,206.8,,701.5,-10.473775705435543,834.5444294308131 
 03/06  13:40:00,30.2,2.7,181.0,200.7,,719.5,-12.973775705435536,838.512673159461 
 03/06  13:50:00,30.8,1.7,202.0,190.3,,759.3,-15.47377570543555,855.694358229123 
 03/06  14:00:00,29.7,2.0,207.0,172.9,200.5666666666667,812.0,-17.973775705435543,874.8398928238175 
 03/06  14:10:00,30.7,2.7,126.0,159.7,,805.0,-20.473775705435536,844.6624346883402 
 03/06  14:20:00,30.7,2.0,191.0,152.1,,745.6,-22.97377570543555,775.1479048493492 
 03/06  14:30:00,31.0,2.0,194.0,147.5,,805.0,-25.473775705435543,806.5782553518825 
 03/06  14:40:00,31.2,2.2,210.0,144.7,,786.5,-27.973775705435536,774.065702540812 
 03/06  14:50:00,31.4,1.9,210.0,140.1,,805.0,-30.47377570543555,768.0869142444853 
 03/06  15:00:00,30.5,2.6,145.0,133.9,146.33333333333334,822.0,-32.97377570543554,757.3548370222858 
 03/06  15:10:00,32.1,1.7,187.0,128.2,,814.0,-35.473775705435536,726.7428306705456 
 03/06  15:20:00,32.2,2.5,154.0,124.4,,819.0,-37.97377570543555,706.4643052060288 
 03/06  15:30:00,32.8,1.7,191.0,119.8,,814.0,-40.47377570543554,677.1291873507502 
 03/06  15:40:00,32.6,2.6,144.0,116.9,,808.0,-42.973775705435536,647.9945445464712 
 03/06  15:50:00,32.8,2.7,156.0,114.0,,786.1,-45.47377570543555,608.1426692805749 
 03/06  16:00:00,33.3,2.7,138.0,111.1,119.06666666666666,764.2,-47.97377570543554,568.5878159328332 
 03/06  16:10:00,34.0,1.4,147.0,105.9,,743.8,-50.47377570543556,528.00607229592 
 03/06  16:20:00,34.1,2.5,173.0,100.5,,699.1,-52.97377570543553,474.6652095040033 
 03/06  16:30:00,33.7,2.6,133.0,95.5,,694.9,-55.47377570543554,444.2300626980298 
 03/06  16:40:00,33.9,1.9,105.0,91.3,,681.4,-57.97377570543556,409.8269875263658 
 03/06  16:50:00,34.2,1.7,192.0,86.2,,661.7,-60.47377570543553,372.13905059789266 
 03/06  17:00:00,33.8,2.1,232.0,81.4,93.46666666666665,650.5,-62.97377570543554,338.942222128003 
 03/06  17:10:00,34.1,1.3,204.0,75.76,,622.2,-65.47377570543556,299.05982305571854 
 03/06  17:20:00,34.8,0.3,126.0,69.7,,595.0,-67.97377570543553,260.7653581569039 
 03/06  17:30:00,34.4,1.2,137.0,64.25,,541.8,-70.47377570543554,217.40510170727916 
 03/06  17:40:00,34.5,0.6,131.0,58.67,,499.3,-72.97377570543556,180.31987732066767 
 03/06  17:50:00,34.0,1.2,139.0,52.81,,452.4,-75.47377570543553,145.13589212860762 
 03/06  18:00:00,34.0,0.8,193.0,45.11,61.050000000000004,388.5,-77.97377570543554,108.85186015648895 
 03/06  18:10:00,32.9,1.8,163.0,37.02,,297.6,-80.47377570543556,73.83058524136001 
 03/06  18:20:00,32.0,1.5,115.0,28.11,,223.6,-82.97377570543553,46.672466826117414 
 03/06  18:30:00,31.5,0.9,109.0,16.03,,46.49,-85.47377570543554,17.988339580121593 
 03/06  18:40:00,30.4,0.7,136.0,0.0,,0.0,-87.97377570543556,0.0 
 03/06  18:50:00,29.9,0.6,166.0,0.0,,0.0,-90.47377570543553,0.0 
 03/06  19:00:00,29.6,0.0,86.0,0.0,13.526666666666666,0.0,-92.97377570543554,0.0 
 03/06  19:10:00,29.0,0.3,83.0,0.0,,0.0,-95.47377570543556,0.0 
 03/06  19:20:00,28.6,0.2,24.0,0.0,,0.0,-97.97377570543553,0.0 
 03/06  19:30:00,28.0,1.2,176.0,0.0,,0.0,-100.47377570543554,0.0 
 03/06  19:40:00,27.1,2.2,344.0,0.0,,0.0,-102.97377570543556,0.0 
 03/06  19:50:00,26.8,2.5,343.0,0.0,,0.0,-105.47377570543553,0.0 
 03/06  20:00:00,26.4,2.4,344.0,0.0,0.0,0.0,-107.97377570543554,0.0 
 03/06  20:10:00,25.9,2.2,247.0,0.0,,0.0,-110.47377570543556,0.0 
 03/06  20:20:00,25.8,1.2,330.0,0.0,,0.0,-112.97377570543553,0.0 
 03/06  20:30:00,25.9,2.2,249.0,0.0,,0.0,-115.47377570543554,0.0 
 03/06  20:40:00,25.3,1.8,317.0,0.0,,0.0,-117.97377570543556,0.0 
 03/06  20:50:00,25.1,2.2,109.0,0.0,,0.0,-120.47377570543553,0.0 
 03/06  21:00:00,24.8,2.1,336.0,0.0,0.0,0.0,-122.97377570543556,0.0 
 03/06  21:10:00,25.0,1.4,274.0,0.0,,0.0,-125.47377570543556,0.0 
 03/06  21:20:00,25.0,1.0,331.0,0.0,,0.0,-127.97377570543553,0.0 
 03/06  21:30:00,24.5,1.3,339.0,0.0,,0.0,-130.47377570543557,0.0 
 03/06  21:40:00,24.6,1.6,336.0,0.0,,0.0,-132.97377570543557,0.0 
 03/06  21:50:00,23.8,1.9,247.0,0.0,,0.0,-135.47377570543551,0.0 
 03/06  22:00:00,23.8,1.2,307.0,0.0,0.0,0.0,-137.97377570543557,0.0 
 03/06  22:10:00,23.6,1.2,98.0,0.0,,0.0,-140.47377570543557,0.0 
 03/06  22:20:00,23.8,0.8,157.0,0.0,,0.0,-142.97377570543551,0.0 
 03/06  22:30:00,24.4,0.7,29.0,0.0,,0.0,-145.47377570543557,0.0 
 03/06  22:40:00,24.6,1.9,38.0,0.0,,0.0,-147.97377570543557,0.0 
 03/06  22:50:00,24.8,1.4,138.0,0.0,,0.0,-150.47377570543551,0.0 
 03/06  23:00:00,24.2,1.1,326.0,0.0,0.0,0.0,-152.97377570543557,0.0 
 03/06  23:10:00,23.9,0.9,312.0,0.0,,0.0,-155.47377570543557,0.0 
 03/06  23:20:00,23.6,1.1,329.0,0.0,,0.0,-157.97377570543551,0.0 
 03/06  23:30:00,23.2,1.1,107.0,0.0,,0.0,-160.47377570543557,0.0 
 03/06  23:40:00,22.9,0.8,112.0,0.0,,0.0,-162.97377570543557,0.0 
 03/06  23:50:00,22.5,0.3,49.0,0.0,,0.0,-165.47377570543551,0.0 
 03/06  24:00:00,22.5,0.8,53.0,0.0,0.0,0.0,-167.97377570543557,0.0 
 03/07  00:10:00,22.9,1.1,35.0,0.0,,0.0,189.46827026934398,0.0 
 03/07  00:20:00,23.3,1.3,36.0,0.0,,0.0,186.96827026934398,0.0 
 03/07  00:30:00,23.3,1.3,38.0,0.0,,0.0,184.46827026934403,0.0 
 03/07  00:40:00,23.5,1.6,26.0,0.0,,0.0,181.96827026934398,0.0 
 03/07  00:50:00,23.3,0.9,11.0,0.0,,0.0,179.46827026934398,0.0 
 03/07  01:00:00,23.1,0.7,42.0,0.0,0.0,0.0,176.96827026934403,0.0 
 03/07  01:10:00,23.0,1.7,61.0,0.0,,0.0,174.46827026934398,0.0 
 03/07  01:20:00,22.8,0.7,340.0,0.0,,0.0,171.96827026934398,0.0 
 03/07  01:30:00,22.8,1.1,22.0,0.0,,0.0,169.46827026934403,0.0 
 03/07  01:40:00,22.9,1.1,212.0,0.0,,0.0,166.96827026934398,0.0 
 03/07  01:50:00,22.5,1.0,340.0,0.0,,0.0,164.46827026934398,0.0 
 03/07  02:00:00,22.6,1.6,312.0,0.0,0.0,0.0,161.96827026934403,0.0 
 03/07  02:10:00,22.9,2.0,338.0,0.0,,0.0,159.46827026934398,0.0 
 03/07  02:20:00,22.5,2.1,345.0,0.0,,0.0,156.96827026934398,0.0 
 03/07  02:30:00,21.6,2.3,346.0,0.0,,0.0,154.46827026934403,0.0 
 03/07  02:40:00,21.6,2.0,343.0,0.0,,0.0,151.96827026934398,0.0 
 03/07  02:50:00,21.5,2.0,341.0,0.0,,0.0,149.46827026934398,0.0 
 03/07  03:00:00,21.6,1.8,279.0,0.0,0.0,0.0,146.96827026934403,0.0 
 03/07  03:10:00,21.4,1.6,114.0,0.0,,0.0,144.46827026934398,0.0 
 03/07  03:20:00,20.7,1.4,343.0,0.0,,0.0,141.96827026934398,0.0 
 03/07  03:30:00,20.4,2.3,338.0,0.0,,0.0,139.46827026934403,0.0 
 03/07  03:40:00,20.9,2.9,331.0,0.0,,0.0,136.96827026934398,0.0 
 03/07  03:50:00,21.0,2.4,118.0,0.0,,0.0,134.468270269344,0.0 
 03/07  04:00:00,20.9,1.1,29.0,0.0,0.0,0.0,131.968270269344,0.0 
 03/07  04:10:00,20.8,1.5,34.0,0.0,,0.0,129.46827026934398,0.0 
 03/07  04:20:00,20.7,1.2,126.0,0.0,,0.0,126.968270269344,0.0 
 03/07  04:30:00,21.0,0.8,124.0,0.0,,0.0,124.46827026934399,0.0 
 03/07  04:40:00,20.9,0.9,88.0,0.0,,0.0,121.96827026934399,0.0 
 03/07  04:50:00,20.6,0.4,191.0,0.0,,0.0,119.468270269344,0.0 
 03/07  05:00:00,20.5,0.8,204.0,0.0,0.0,0.0,116.96827026934399,0.0 
 03/07  05:10:00,20.8,1.1,243.0,0.0,,0.0,114.46827026934399,0.0 
 03/07  05:20:00,20.6,1.7,312.0,0.0,,0.0,111.968270269344,0.0 
 03/07  05:30:00,20.3,1.9,343.0,0.0,,0.0,109.46827026934399,0.0 
 03/07  05:40:00,20.4,2.0,345.0,0.0,,0.0,106.96827026934399,0.0 
 03/07  05:50:00,19.8,2.2,347.0,0.0,,0.0,104.468270269344,0.0 
 03/07  06:00:00,20.0,2.2,146.0,0.0,0.0,0.0,101.96827026934399,0.0 
 03/07  06:10:00,19.7,2.2,316.0,0.0,,0.0,99.46827026934399,0.0 
 03/07  06:20:00,19.4,2.6,319.0,0.0,,0.0,96.968270269344,0.0 
 03/07  06:30:00,18.8,2.4,303.0,0.0,,0.0,94.46827026934399,0.0 
 03/07  06:40:00,19.1,0.4,180.0,0.0,,0.0,91.96827026934399,0.0 
 03/07  06:50:00,19.5,0.3,319.0,0.0,,0.0,89.468270269344,0.0 
 03/07  07:00:00,19.2,1.4,111.0,2.747,0.4578333333333333,0.208,86.96827026934399,2.7508830897759746 
 03/07  07:10:00,19.3,1.1,333.0,14.35,,3.644,84.46827026934399,14.567366760991266 
 03/07  07:20:00,19.3,1.2,306.0,32.94,,51.32,81.968270269344,38.09558341358929 
 03/07  07:30:00,19.8,0.8,332.0,52.16,,114.6,79.46827026934399,68.32064551200443 
 03/07  07:40:00,19.6,1.4,320.0,65.52,,172.0,76.96827026934399,96.69471205216821 
 03/07  07:50:00,19.8,1.5,302.0,79.5,,217.1,74.468270269344,127.49524914163014 
 03/07  08:00:00,20.2,0.9,289.0,82.2,54.44499999999999,205.3,71.968270269344,135.66427065427754 
 03/07  08:10:00,20.9,1.2,280.0,92.5,,321.3,69.468270269344,188.6364699438002 
 03/07  08:20:00,21.5,1.5,259.0,115.2,,360.7,66.968270269344,236.89032043706948 
 03/07  08:30:00,22.3,1.5,237.0,127.5,,405.0,64.468270269344,279.30728331409534 
 03/07  08:40:00,22.5,2.0,230.0,167.5,,435.1,61.96827026934402,346.55235861141 
 03/07  08:50:00,22.9,2.2,222.0,202.4,,380.6,59.468270269343996,372.66692106492474 
 03/07  09:00:00,22.6,2.8,205.0,206.9,152.0,33.97,56.968270269344,223.28366172033066 
 03/07  09:10:00,23.1,2.5,211.0,209.2,,100.2,54.46827026934402,260.92864671190705 
 03/07  09:20:00,23.2,2.9,223.0,211.5,,123.1,51.968270269343996,279.10256094132967 
 03/07  09:30:00,23.5,2.7,188.0,247.1,,365.2,49.468270269344,459.2727805172408 
 03/07  09:40:00,24.0,2.3,179.0,307.9,,347.7,46.96827026934402,520.5605276095012 
 03/07  09:50:00,24.2,3.0,177.0,279.2,,377.1,44.468270269343996,520.9365075517795 
 03/07  10:00:00,24.5,3.1,160.0,201.7,242.76666666666665,594.3,41.968270269344,599.3944635241373 
 03/07  10:10:00,24.9,2.9,176.0,183.6,,608.4,39.46827026934402,607.0394483544762 
 03/07  10:20:00,25.6,2.3,201.0,187.6,,623.3,36.968270269343996,637.2558285087249 
 03/07  10:30:00,25.1,3.3,173.0,196.6,,623.9,34.468270269344,661.656250357177 
 03/07  10:40:00,25.3,2.5,188.0,204.5,,627.8,31.968270269344018,686.596368696841 
 03/07  10:50:00,25.5,3.2,175.0,211.0,,642.3,29.468270269343996,717.7135497068599 
 03/07  11:00:00,25.7,3.6,221.0,214.1,199.56666666666663,646.4,26.968270269344007,736.6074392971173 
 03/07  11:10:00,26.3,2.1,185.0,215.6,,653.0,24.468270269344018,755.0864967964716 
 03/07  11:20:00,26.2,2.9,145.0,216.6,,664.1,21.968270269343996,776.0150742173046 
 03/07  11:30:00,27.1,1.9,183.0,218.7,,667.8,19.468270269344007,790.9394200251272 
 03/07  11:40:00,27.2,2.4,201.0,221.5,,675.2,16.968270269344018,808.7541937922945 
 03/07  11:50:00,27.4,1.3,177.0,221.7,,686.2,14.468270269343998,826.1595866215196 
 03/07  12:00:00,28.5,1.6,191.0,220.9,219.16666666666666,697.7,11.968270269344007,842.0445188596069 
 03/07  12:10:00,28.0,2.3,154.0,219.2,,707.3,9.468270269344016,854.2954949781354 
 03/07  12:20:00,28.4,0.8,122.0,218.6,,709.7,6.968270269343998,860.0179715570827 
 03/07  12:30:00,28.2,1.2,138.0,220.3,,713.6,4.468270269344007,868.163050730923 
 03/07  12:40:00,30.2,1.3,96.0,223.5,,706.0,1.968270269344016,866.0903235635436 
 03/07  12:50:00,30.2,1.2,90.0,230.7,,679.3,-0.5317297306560018,849.3367196278796 
 03/07  13:00:00,29.5,1.4,87.0,232.4,224.11666666666667,679.0,-3.031729730655993,849.894258355751 
 03/07  13:10:00,28.9,1.7,121.0,233.9,,672.6,-5.531729730655984,843.5086207347896 
 03/07  13:20:00,29.8,1.7,123.0,231.1,,671.5,-8.031729730656004,836.4512354828958 
 03/07  13:30:00,30.2,2.1,178.0,232.9,,666.6,-10.531729730655993,829.4138084940557 
 03/07  13:40:00,30.5,1.8,216.0,236.3,,660.8,-13.031729730655982,822.07708745486 
 03/07  13:50:00,31.3,1.7,227.0,239.1,,659.0,-15.531729730656004,816.5988569379589 
 03/07  14:00:00,30.5,1.9,199.0,247.5,236.79999999999998,648.1,-18.031729730655993,807.7552272649215 
 03/07  14:10:00,30.3,2.7,198.0,273.7,,582.9,-20.531729730655982,769.6808735153211 
 03/07  14:20:00,30.4,3.0,233.0,255.2,,226.3,-23.031729730656004,444.30372970414123 
 03/07  14:30:00,29.7,2.2,185.0,237.1,,118.1,-25.531729730655996,333.79210181000906 
 03/07  14:40:00,29.8,1.8,173.0,207.1,,2.197,-28.031729730655982,208.8580628715603 
 03/07  14:50:00,29.3,2.8,165.0,216.6,,0.175,-30.531729730656004,216.73651889440097 
 03/07  15:00:00,29.4,0.9,273.0,188.8,229.75,0.355,-33.031729730656,189.06925360966292 
 03/07  15:10:00,29.3,1.5,268.0,165.5,,0.232,-35.53172973065598,165.67059205984714 
 03/07  15:20:00,29.0,1.6,286.0,144.6,,0.342,-38.031729730656004,144.84305981975635 
 03/07  15:30:00,28.7,2.7,251.0,166.6,,1.394,-40.531729730656,167.55444335032794 
 03/07  15:40:00,28.1,3.6,109.0,276.9,,19.76,-43.03172973065598,289.88815371316616 
 03/07  15:50:00,28.5,3.2,17.0,269.6,,0.763,-45.531729730656004,270.0796220031308 
 03/07  16:00:00,28.4,2.8,28.0,257.9,213.51666666666665,0.827,-48.031729730656,258.3950829936881 
 03/07  16:10:00,28.6,2.1,25.0,228.8,,0.397,-50.53172973065601,229.02529727171483 
 03/07  16:20:00,29.6,1.5,51.0,280.8,,145.4,-53.031729730655975,358.619512890691 
 03/07  16:30:00,30.5,2.1,16.0,242.4,,248.9,-55.531729730656,367.3084941797951 
 03/07  16:40:00,29.6,3.2,42.0,127.1,,40.28,-58.03172973065601,145.92927363892284 
 03/07  16:50:00,28.3,3.5,240.0,85.7,,0.0,-60.53172973065598,85.7 
 03/07  17:00:00,28.2,2.8,147.0,70.68,172.58,0.0,-63.031729730656,70.68 
 03/07  17:10:00,28.2,1.8,211.0,64.25,,0.001,-65.53172973065601,64.25035888753304 
 03/07  17:20:00,28.3,2.0,24.0,43.25,,0.0,-68.03172973065598,43.25 
 03/07  17:30:00,28.4,1.6,28.0,28.71,,0.007,-70.531729730656,28.711978748084075 
 03/07  17:40:00,28.5,1.7,179.0,21.52,,0.946,-73.03172973065601,21.750484245834873 
 03/07  17:50:00,27.7,4.2,114.0,26.25,,1.076,-75.53172973065598,26.4695903181485 
 03/07  18:00:00,26.7,5.1,81.0,58.91,40.48166666666667,33.67,-78.031729730656,64.4342945468957 
