,Ib,Ig,Id,To,HR,WS,P,WD
2018-03-04 00:00:00,0.0,0.0,0.0,22.19,25.93,0.994,876.5656,315.946
2018-03-04 00:10:00,0.087,0.0,0.0,21.74,23.89,0.9,876.5982,329.6
2018-03-04 00:20:00,0.125,0.0,0.0,22.59,24.91,0.797,876.6808,330.45
2018-03-04 00:30:00,0.013,0.0,0.0,21.85,24.81,1.283,876.8106,338.5
2018-03-04 00:40:00,0.18,0.0,0.0,21.62,25.52,2.123,876.991,348.0
2018-03-04 00:50:00,0.088,0.0,0.0,21.36,27.23,2.041,877.04,346.85
2018-03-04 01:00:00,0.167,0.0,0.0,21.02,26.27,2.251,876.9988,337.35
2018-03-04 01:10:00,0.147,0.0,0.0,21.29,27.81,2.146,877.0317,309.3027
2018-03-04 01:20:00,0.0,0.0,0.0,20.5,29.03,2.37,877.0317,347.25
2018-03-04 01:30:00,0.08,0.0,0.0,20.47,28.08,2.719,877.0153,334.09000000000003
2018-03-04 01:40:00,0.08,0.0,0.0,20.61,28.25,2.211,877.0153,343.13
2018-03-04 01:50:00,0.0,0.0,0.0,20.27,29.95,1.775,876.9415,188.352
2018-03-04 02:00:00,0.0,0.0,0.0,19.74,30.67,2.026,876.7448,213.4927
2018-03-04 02:10:00,0.0,0.0,0.0,19.22,32.71,2.181,876.9182,343.61
2018-03-04 02:20:00,0.178,0.0,0.0,19.37,31.04,2.524,876.8427,341.87
2018-03-04 02:30:00,0.098,0.0,0.0,19.61,31.76,2.073,876.6563,333.3
2018-03-04 02:40:00,0.0,0.0,0.0,18.87,33.43,2.078,877.0236,209.79989999999998
2018-03-04 02:50:00,0.0,0.0,0.0,18.45,34.04,1.899,876.7285,155.3126
2018-03-04 03:00:00,0.0,0.0,0.0,18.08,36.33,1.235,876.959,280.32370000000003
2018-03-04 03:10:00,0.053,0.0,0.0,17.93,34.9,1.951,877.0798,283.8115
2018-03-04 03:20:00,0.388,0.0,0.0,18.75,32.13,1.865,876.9672,277.9462
2018-03-04 03:30:00,0.229,0.0,0.0,19.2,34.35,2.227,877.1953,309.44079999999997
2018-03-04 03:40:00,0.046,0.0,0.0,18.54,34.79,2.479,877.0971,327.61
2018-03-04 03:50:00,0.113,0.0,0.0,18.66,34.35,2.229,877.1707,312.71
2018-03-04 04:00:00,0.0,0.0,0.0,17.9,38.54,2.151,876.9742,319.06
2018-03-04 04:10:00,0.048,0.0,0.0,17.49,38.17,2.353,877.0974,316.41999999999996
2018-03-04 04:20:00,0.0,0.0,0.0,17.51,39.15,2.211,877.1953,309.0
2018-03-04 04:30:00,0.036,0.0,0.0,17.69,37.49,1.961,877.1953,332.51
2018-03-04 04:40:00,0.028,0.0,0.0,17.6,39.02,2.45,877.0066,330.91999999999996
2018-03-04 04:50:00,0.013,0.0,0.0,17.35,40.28,2.349,876.8436,332.65999999999997
2018-03-04 05:00:00,0.033,0.0,0.0,17.26,39.77,2.675,877.0809,340.23
2018-03-04 05:10:00,0.013,0.0,0.0,17.32,39.33,2.888,877.4008,346.94
2018-03-04 05:20:00,0.007,0.0,0.0,17.29,39.26,2.785,877.5627,345.77
2018-03-04 05:30:00,0.0,0.0,0.0,17.1,40.04,3.245,877.1871,345.86
2018-03-04 05:40:00,0.0,0.0,0.0,16.9,39.94,3.261,877.7686,343.99
2018-03-04 05:50:00,0.013,0.0,0.0,16.8,40.89,3.296,877.7762,345.38
2018-03-04 06:00:00,0.09,0.0,0.0,16.77,39.63,3.198,877.7839,344.46999999999997
2018-03-04 06:10:00,0.0,0.0,0.0,16.7,39.8,3.069,877.7018,354.53000000000003
2018-03-04 06:20:00,0.094,0.0,0.0,16.74,39.36,2.844,877.8088,352.37
2018-03-04 06:30:00,0.004,0.0,0.0,16.69,40.21,2.666,877.7444,341.38
2018-03-04 06:40:00,0.005,0.0,0.0,16.47,40.11,2.346,878.0125,344.21
2018-03-04 06:50:00,0.03,0.0,0.0,16.39,40.59,2.69,878.2104,344.96999999999997
2018-03-04 07:00:00,0.0,1.399,0.891,16.13,41.51,2.584,878.1033,329.83000000000004
2018-03-04 07:10:00,8.76,9.61,7.444,15.93,41.0,2.433,878.4876,323.45
2018-03-04 07:20:00,119.8,29.36,17.28,16.1,39.97,2.191,878.6349,330.79
2018-03-04 07:30:00,234.7,57.84,26.78,16.16,39.87,2.301,878.774,330.14
2018-03-04 07:40:00,345.1,93.2,35.4,16.59,38.68,1.819,878.8722,306.267
2018-03-04 07:50:00,427.4,127.6,42.56,17.1,37.59,1.544,878.6502,287.7232
2018-03-04 08:00:00,492.4,168.5,49.06,17.83,36.39,1.228,878.693,293.16999999999996
2018-03-04 08:10:00,537.0,207.0,55.15,18.75,33.63,1.073,879.0439,266.94
2018-03-04 08:20:00,577.1,246.6,60.57,19.78,32.99,1.11,879.371,204.4
2018-03-04 08:30:00,618.4,287.8,65.13,20.6,31.76,0.815,879.0264,214.24
2018-03-04 08:40:00,657.2,331.2,69.48,21.17,31.32,1.442,879.2001,201.9
2018-03-04 08:50:00,680.3,372.1,74.43,21.13,29.92,1.607,879.6478,189.07
2018-03-04 09:00:00,706.6,412.5,77.43,21.79,28.93,1.493,879.601,178.70999999999998
2018-03-04 09:10:00,728.6,453.8,81.8,22.31,27.84,1.424,879.6897,156.25
2018-03-04 09:20:00,746.6,493.8,85.9,22.8,26.92,1.785,879.7302,225.55
2018-03-04 09:30:00,759.6,530.4,90.1,22.85,27.3,1.565,879.6266,203.7
2018-03-04 09:40:00,777.2,568.1,93.1,23.07,27.4,1.326,879.255,170.8
2018-03-04 09:50:00,796.6,608.0,95.8,23.33,26.0,1.042,879.4669,162.23
2018-03-04 10:00:00,828.0,650.0,94.1,23.94,25.04,1.703,879.4604,131.05
2018-03-04 10:10:00,843.0,685.1,94.7,24.4,24.84,1.622,879.5811,193.54000000000002
2018-03-04 10:20:00,848.0,715.7,98.2,24.4,25.76,1.625,879.5346,118.08800000000001
2018-03-04 10:30:00,852.0,744.2,101.8,24.97,26.17,1.761,879.3504,97.232
2018-03-04 10:40:00,857.0,772.3,104.0,24.83,26.2,1.416,879.2678,183.04000000000002
2018-03-04 10:50:00,867.0,800.0,105.2,25.38,25.76,1.243,878.9631,179.20999999999998
2018-03-04 11:00:00,869.0,824.0,107.7,25.32,24.7,1.834,878.899,199.19
2018-03-04 11:10:00,864.0,842.0,111.3,25.35,27.9,1.867,878.9384,167.98
2018-03-04 11:20:00,876.0,868.0,112.1,25.41,25.07,1.713,878.699,209.31
2018-03-04 11:30:00,880.0,886.0,112.3,26.17,26.44,1.434,878.6735,191.196
2018-03-04 11:40:00,885.0,904.0,114.1,25.24,25.42,1.239,878.6905,157.15
2018-03-04 11:50:00,893.0,924.0,115.2,27.01,23.68,2.017,878.5156,115.402
2018-03-04 12:00:00,901.0,943.0,116.1,27.0,23.92,1.706,878.3041,171.57
2018-03-04 12:10:00,904.0,954.0,116.6,27.19,23.95,2.175,878.0062,146.183
2018-03-04 12:20:00,901.0,962.0,118.8,26.82,24.94,1.884,877.8647,192.28400000000002
2018-03-04 12:30:00,898.0,965.0,120.5,26.17,22.72,1.465,877.6418,148.24
2018-03-04 12:40:00,900.0,969.0,120.8,28.14,21.8,1.595,877.3084,165.628
2018-03-04 12:50:00,896.0,971.0,121.4,27.56,20.31,1.794,877.1803,250.36999999999998
2018-03-04 13:00:00,897.0,970.0,121.3,28.38,19.69,1.025,877.1626,247.769
2018-03-04 13:10:00,895.0,968.0,121.6,28.94,20.13,1.352,876.8574,311.14
2018-03-04 13:20:00,893.0,968.0,123.5,27.61,20.61,1.972,876.7686,227.49
2018-03-04 13:30:00,881.0,951.0,123.5,28.39,20.48,1.458,876.5193,172.88
2018-03-04 13:40:00,872.0,940.0,125.3,29.37,19.49,1.507,876.3255,171.39000000000001
2018-03-04 13:50:00,857.0,926.0,130.6,28.99,19.69,2.236,876.2159,135.697
2018-03-04 14:00:00,850.0,914.0,132.7,29.31,18.23,2.306,875.9651,79.73100000000001
2018-03-04 14:10:00,848.0,906.0,134.3,28.8,19.45,2.03,875.8197,146.48
2018-03-04 14:20:00,834.0,881.0,135.0,29.65,18.33,1.455,875.5681,193.87
2018-03-04 14:30:00,834.0,870.0,134.5,29.26,20.27,2.866,875.0599,127.527
2018-03-04 14:40:00,819.0,838.0,132.3,29.66,16.08,1.081,875.0331,224.28000000000003
2018-03-04 14:50:00,810.0,814.0,130.5,30.4,16.8,1.518,874.8542,112.27000000000001
2018-03-04 15:00:00,806.0,795.2,129.0,30.37,16.46,2.328,874.4147,122.6
2018-03-04 15:10:00,796.0,765.1,125.9,30.72,16.29,1.483,874.2131,212.01
2018-03-04 15:20:00,793.7,740.8,123.5,30.8,15.94,2.682,874.0082,231.21999999999997
2018-03-04 15:30:00,785.0,713.6,121.1,29.48,15.81,2.355,873.8085,153.10999999999999
2018-03-04 15:40:00,770.2,676.7,118.0,30.73,14.58,1.715,873.7925,147.70999999999998
2018-03-04 15:50:00,759.6,644.4,115.2,31.5,14.48,1.897,873.9214,136.76
2018-03-04 16:00:00,745.6,612.4,112.8,31.47,14.24,2.13,873.4353,172.73
2018-03-04 16:10:00,735.4,579.0,110.1,31.95,14.14,1.777,873.6573,238.26
2018-03-04 16:20:00,713.2,538.1,106.2,31.74,13.53,1.442,873.3098,164.538
2018-03-04 16:30:00,696.9,498.6,100.8,32.43,14.17,0.93,873.1022,160.24
2018-03-04 16:40:00,667.5,457.3,97.5,32.04,13.39,1.528,872.9547,156.82999999999998
2018-03-04 16:50:00,629.3,413.2,94.6,31.83,13.35,2.349,872.8962,159.866
2018-03-04 17:00:00,590.1,367.6,90.0,31.99,13.25,1.258,872.8364,162.81
2018-03-04 17:10:00,558.4,326.5,85.1,32.63,13.29,1.679,872.653,175.26
2018-03-04 17:20:00,517.6,285.3,80.5,31.66,14.51,2.186,872.847,216.81
2018-03-04 17:30:00,471.1,243.1,74.21,31.18,13.63,2.465,872.8588,191.13
2018-03-04 17:40:00,413.2,198.9,66.44,31.14,13.8,1.845,872.6918,202.09
2018-03-04 17:50:00,361.3,159.6,58.72,31.09,14.41,1.603,872.807,207.04000000000002
2018-03-04 18:00:00,307.6,123.6,49.93,30.8,15.09,1.745,873.1017,184.92000000000002
2018-03-04 18:10:00,239.6,91.5,41.03,30.1,15.06,2.044,873.2468,177.92000000000002
2018-03-04 18:20:00,164.4,57.42,29.8,30.2,15.47,1.181,873.3448,206.19
2018-03-04 18:30:00,81.3,29.73,18.44,29.75,15.67,1.188,873.0535,206.42
2018-03-04 18:40:00,1.278,9.31,7.195,28.96,17.95,0.896,873.1277,241.03000000000003
2018-03-04 18:50:00,0.0,0.867,0.461,28.33,18.53,0.23,873.67,279.79
2018-03-04 19:00:00,0.0,0.0,0.0,27.82,20.85,0.036,873.5629,255.16
2018-03-04 19:10:00,0.0,0.0,0.0,27.12,21.36,0.0,873.2356,303.36
2018-03-04 19:20:00,0.0,0.0,0.0,26.54,22.04,0.626,873.5779,340.82
2018-03-04 19:30:00,0.007,0.0,0.0,25.82,22.21,2.027,873.7489,346.64
2018-03-04 19:40:00,0.001,0.0,0.0,25.38,23.99,2.624,873.6489,316.8208
2018-03-04 19:50:00,0.0,0.0,0.0,25.05,23.99,2.419,873.8457,318.4268
2018-03-04 20:00:00,0.0,0.0,0.0,24.68,25.08,2.346,873.917,321.8586
2018-03-04 20:10:00,0.0,0.0,0.0,24.28,24.57,2.178,873.9813,353.33000000000004
2018-03-04 20:20:00,0.0,0.0,0.0,24.33,24.64,2.179,874.0037,316.4425
2018-03-04 20:30:00,0.024,0.0,0.0,24.22,24.74,2.825,874.1683,239.6039
2018-03-04 20:40:00,0.026,0.0,0.0,24.02,24.64,2.698,874.2186,310.6744
2018-03-04 20:50:00,0.286,0.0,0.0,24.43,23.96,3.078,874.2998,348.46
2018-03-04 21:00:00,0.0,0.0,0.0,24.24,24.5,2.106,874.3903,251.3581
2018-03-04 21:10:00,0.0,0.0,0.0,24.05,24.77,1.246,874.4228,110.5827
2018-03-04 21:20:00,0.007,0.0,0.0,23.97,25.08,1.636,874.5373,279.5277
2018-03-04 21:30:00,0.001,0.0,0.0,23.81,25.18,2.042,874.5045,348.65
2018-03-04 21:40:00,0.11,0.0,0.0,23.75,25.59,2.679,874.5535,355.88
2018-03-04 21:50:00,0.0,0.0,0.0,23.48,25.8,2.148,874.6683,355.93
2018-03-04 22:00:00,0.001,0.0,0.0,23.55,26.21,2.234,874.6105,284.16639999999995
2018-03-04 22:10:00,0.0,0.0,0.0,23.43,26.55,1.45,874.562,319.78200000000004
2018-03-04 22:20:00,0.054,0.0,0.0,23.62,26.41,1.458,874.7007,109.872
2018-03-04 22:30:00,0.0,0.0,0.0,23.55,27.57,0.301,874.7747,273.2837
2018-03-04 22:40:00,0.0,0.0,0.0,23.11,27.81,0.112,874.758,323.54
2018-03-04 22:50:00,0.001,0.0,0.0,23.02,27.84,0.638,874.9052,287.15999999999997
2018-03-04 23:00:00,0.0,0.0,0.0,22.65,29.27,1.284,874.7906,284.91999999999996
2018-03-04 23:10:00,0.015,0.0,0.0,22.4,28.25,1.306,874.8155,170.18
2018-03-04 23:20:00,0.043,0.0,0.0,22.4,29.55,0.847,875.0528,115.19000000000001
2018-03-04 23:30:00,0.0,0.0,0.0,21.89,31.28,0.334,875.3145,215.88299999999998
2018-03-04 23:40:00,0.0,0.0,0.0,21.44,31.79,1.024,875.4617,229.52599999999998
2018-03-04 23:50:00,0.005,0.0,0.0,21.63,31.01,1.01,875.5595,50.15
2018-03-05 00:00:00,0.051,0.0,0.0,21.26,34.25,1.232,875.5267,46.066
2018-03-05 00:10:00,0.0,0.0,0.0,20.51,33.29,0.334,875.5106,73.936
2018-03-05 00:20:00,0.134,0.0,0.0,20.71,31.59,1.127,875.1579,95.136
2018-03-05 00:30:00,0.182,0.0,0.0,21.12,33.94,0.387,875.0853,103.5373
2018-03-05 00:40:00,0.161,0.0,0.0,20.85,33.6,1.54,875.5442,15.039000000000001
2018-03-05 00:50:00,0.191,0.0,0.0,20.6,33.8,2.094,875.7231,247.38959999999997
2018-03-05 01:00:00,0.104,0.0,0.0,20.72,33.33,2.456,875.5259,339.31
2018-03-05 01:10:00,0.022,0.0,0.0,20.8,32.75,2.411,875.3722,335.94
2018-03-05 01:20:00,0.005,0.0,0.0,20.55,33.26,2.383,875.7314,323.43
2018-03-05 01:30:00,0.012,0.0,0.0,20.98,32.27,1.741,875.6649,323.77
2018-03-05 01:40:00,0.073,0.0,0.0,21.13,33.36,1.808,875.372,245.737
2018-03-05 01:50:00,0.006,0.0,0.0,20.54,35.13,1.793,875.445,308.99
2018-03-05 02:00:00,0.0,0.0,0.0,20.07,34.55,1.998,875.1334,90.4711
2018-03-05 02:10:00,0.0,0.0,0.0,20.14,34.45,1.297,875.0696,29.399
2018-03-05 02:20:00,0.028,0.0,0.0,20.27,34.38,1.036,875.1013,33.483999999999995
2018-03-05 02:30:00,0.069,0.0,0.0,20.29,35.3,0.833,875.3302,19.984
2018-03-05 02:40:00,0.0,0.0,0.0,20.17,34.01,1.15,874.987,49.176
2018-03-05 02:50:00,0.0,0.0,0.0,20.2,35.03,0.642,875.2313,36.3681
2018-03-05 03:00:00,0.0,0.0,0.0,19.97,36.09,0.225,875.1516,191.369
2018-03-05 03:10:00,0.0,0.0,0.0,19.94,36.7,0.576,875.1588,277.407
2018-03-05 03:20:00,0.262,0.0,0.0,20.2,33.77,1.304,875.1752,344.33000000000004
2018-03-05 03:30:00,0.366,0.0,0.0,20.32,35.95,1.988,875.1831,346.11
2018-03-05 03:40:00,0.137,0.0,0.0,19.72,36.02,2.394,875.0933,344.73
2018-03-05 03:50:00,0.032,0.0,0.0,19.74,36.05,2.254,875.1425,340.0
2018-03-05 04:00:00,0.001,0.0,0.0,20.0,35.71,2.06,875.2324,343.74
2018-03-05 04:10:00,0.0,0.0,0.0,19.13,39.84,2.51,874.9861,352.82
2018-03-05 04:20:00,0.01,0.0,0.0,18.84,38.81,2.364,874.7416,315.839
2018-03-05 04:30:00,0.017,0.0,0.0,18.97,38.92,2.1,874.8889,347.66999999999996
2018-03-05 04:40:00,0.0,0.0,0.0,18.77,39.36,2.039,874.7416,350.1
2018-03-05 04:50:00,0.002,0.0,0.0,18.61,39.15,1.448,874.9471,248.6957
2018-03-05 05:00:00,0.063,0.0,0.0,18.83,39.87,1.34,875.3389,250.8838
2018-03-05 05:10:00,0.0,0.0,0.0,18.03,42.05,2.108,875.1579,179.8023
2018-03-05 05:20:00,0.048,0.0,0.0,18.07,38.51,1.458,874.8971,344.5
2018-03-05 05:30:00,0.097,0.0,0.0,18.41,41.74,1.554,875.1433,339.62
2018-03-05 05:40:00,0.0,0.0,0.0,17.49,42.29,1.85,875.1252,338.59000000000003
2018-03-05 05:50:00,0.0,0.0,0.0,17.48,42.7,1.541,875.1599,333.86
2018-03-05 06:00:00,0.015,0.0,0.0,17.43,42.7,1.769,875.6821,333.28000000000003
2018-03-05 06:10:00,0.019,0.0,0.0,17.2,41.61,2.073,875.6169,325.61
2018-03-05 06:20:00,0.023,0.0,0.0,17.64,40.18,1.605,875.7644,328.05
2018-03-05 06:30:00,0.0,0.0,0.0,17.29,42.29,1.808,875.8867,333.56
2018-03-05 06:40:00,0.111,0.0,0.0,17.1,43.21,2.451,875.8044,341.62
2018-03-05 06:50:00,0.236,0.0,0.0,17.16,43.31,2.944,875.5595,351.13
2018-03-05 07:00:00,0.028,2.005,1.469,16.95,43.72,3.239,875.7242,349.1
2018-03-05 07:10:00,15.95,11.36,8.77,16.95,43.96,2.841,875.903,344.56
2018-03-05 07:20:00,125.4,31.45,18.63,17.04,42.97,2.764,876.3698,280.47020000000003
2018-03-05 07:30:00,227.8,59.33,28.32,17.25,43.31,2.813,876.5411,144.99099999999999
2018-03-05 07:40:00,317.2,91.8,36.75,17.32,42.84,2.001,876.6474,340.96999999999997
2018-03-05 07:50:00,385.0,126.0,44.6,17.72,42.43,1.764,876.7046,342.76
2018-03-05 08:00:00,440.8,161.7,51.56,18.35,39.36,1.118,876.4593,179.055
2018-03-05 08:10:00,498.0,201.1,57.67,19.68,35.37,0.242,876.8601,208.477
2018-03-05 08:20:00,547.0,240.9,62.81,21.33,33.19,0.0,876.671,237.08
2018-03-05 08:30:00,590.1,282.6,67.77,21.46,34.01,0.0,876.6975,275.69
2018-03-05 08:40:00,632.3,325.5,72.16,22.52,31.79,0.032,877.1297,127.069
2018-03-05 08:50:00,668.5,368.9,75.95,23.36,32.03,0.22,877.0811,106.85999999999999
2018-03-05 09:00:00,693.0,410.6,79.89,23.62,33.33,0.69,877.0889,116.58
2018-03-05 09:10:00,719.2,452.2,83.0,24.28,32.44,0.855,877.1135,145.48
2018-03-05 09:20:00,734.3,490.8,86.6,24.61,34.49,1.249,877.1851,155.03
2018-03-05 09:30:00,768.9,537.9,89.0,24.55,35.95,1.801,877.1173,167.01
2018-03-05 09:40:00,794.0,578.7,90.5,24.29,35.3,1.522,877.0395,121.99000000000001
2018-03-05 09:50:00,816.0,618.8,92.1,24.8,36.49,1.601,877.0159,81.3737
2018-03-05 10:00:00,824.0,652.0,94.8,24.7,33.28,1.415,877.0483,170.98
2018-03-05 10:10:00,827.0,680.4,98.1,25.8,34.72,1.446,876.981,171.53
2018-03-05 10:20:00,839.0,715.6,100.1,24.54,33.52,2.071,876.9586,153.84
2018-03-05 10:30:00,853.0,748.6,101.6,25.52,32.5,1.863,876.894,183.1
2018-03-05 10:40:00,858.0,775.4,104.0,25.89,33.12,2.008,876.9341,149.06
2018-03-05 10:50:00,864.0,804.0,107.3,25.67,33.15,2.128,876.8643,155.60999999999999
2018-03-05 11:00:00,869.0,830.0,110.3,26.23,32.43,2.454,876.8312,165.99
2018-03-05 11:10:00,872.0,853.0,114.0,26.08,30.8,1.963,876.7335,185.17000000000002
2018-03-05 11:20:00,878.0,875.0,115.6,26.34,31.85,1.943,876.6104,181.01
2018-03-05 11:30:00,882.0,894.0,116.7,26.87,31.24,2.347,876.4128,174.46999999999997
2018-03-05 11:40:00,887.0,912.0,117.6,26.48,30.25,1.32,876.3003,207.83
2018-03-05 11:50:00,892.0,932.0,119.2,26.82,30.9,2.207,876.2144,187.9
2018-03-05 12:00:00,878.0,934.0,124.7,27.1,28.41,1.632,875.9929,183.82
2018-03-05 12:10:00,881.0,949.0,127.7,27.44,28.21,2.005,875.7458,178.32999999999998
2018-03-05 12:20:00,872.0,957.0,134.7,27.54,27.29,2.327,875.5647,221.98000000000002
2018-03-05 12:30:00,864.0,961.0,141.1,27.88,26.61,1.968,875.2084,236.28000000000003
2018-03-05 12:40:00,844.0,951.0,146.7,28.17,25.31,1.297,875.1826,148.422
2018-03-05 12:50:00,839.0,955.0,152.5,29.18,23.75,1.447,874.8271,82.086
2018-03-05 13:00:00,820.0,944.0,154.1,28.5,26.51,2.518,874.7952,96.628
2018-03-05 13:10:00,813.0,936.0,153.9,28.13,25.24,1.862,874.5963,146.5137
2018-03-05 13:20:00,806.0,927.0,155.0,28.74,24.73,1.662,874.4053,144.52
2018-03-05 13:30:00,797.4,918.0,155.8,29.14,24.5,2.27,874.1127,144.27
2018-03-05 13:40:00,806.0,917.0,155.0,30.05,23.47,1.044,873.9997,98.078
2018-03-05 13:50:00,798.2,905.0,153.5,29.11,24.36,1.457,873.785,156.14000000000001
2018-03-05 14:00:00,790.4,887.0,152.5,30.14,23.13,2.398,873.7191,203.38
2018-03-05 14:10:00,790.6,876.0,150.3,29.92,21.94,1.904,873.4003,204.7482
2018-03-05 14:20:00,792.7,864.0,148.8,30.27,22.38,1.512,873.2992,150.2
2018-03-05 14:30:00,775.5,836.0,148.0,30.69,22.14,2.046,873.001,161.91
2018-03-05 14:40:00,782.9,826.0,143.9,30.41,21.19,2.051,872.8519,170.376
2018-03-05 14:50:00,783.9,807.0,140.5,30.44,21.12,2.704,872.5883,155.82
2018-03-05 15:00:00,782.4,784.6,137.4,31.36,18.74,0.851,872.4636,156.99
2018-03-05 15:10:00,787.9,771.7,136.7,31.72,19.73,1.994,872.3554,154.81
2018-03-05 15:20:00,766.5,739.3,137.4,31.65,20.2,2.735,872.1298,200.15699999999998
2018-03-05 15:30:00,743.8,702.0,137.6,32.29,18.57,0.925,871.8629,136.42000000000002
2018-03-05 15:40:00,723.6,669.9,138.5,32.83,19.04,1.521,871.7712,141.63
2018-03-05 15:50:00,702.1,639.0,139.6,32.7,18.84,1.87,871.7537,151.97
2018-03-05 16:00:00,676.8,604.7,141.6,32.87,17.24,1.658,871.3849,146.22
2018-03-05 16:10:00,675.0,586.7,144.4,32.61,18.09,2.302,871.3309,120.47
2018-03-05 16:20:00,631.5,537.5,142.7,33.03,16.08,1.505,871.5273,125.42
2018-03-05 16:30:00,584.3,492.7,144.8,33.24,17.21,2.117,871.5559,128.76
2018-03-05 16:40:00,554.0,466.5,153.5,33.11,15.74,2.061,871.5283,114.24000000000001
2018-03-05 16:50:00,516.2,440.5,165.6,33.23,16.28,1.758,871.5129,121.09
2018-03-05 17:00:00,490.7,421.3,176.3,33.28,17.0,2.014,871.3862,154.38
2018-03-05 17:10:00,437.2,396.9,188.8,32.86,15.23,1.875,871.2885,169.23
2018-03-05 17:20:00,394.5,372.0,192.5,32.86,16.32,2.838,871.2874,200.32
2018-03-05 17:30:00,332.6,315.8,166.2,32.04,15.88,2.61,871.2686,195.51
2018-03-05 17:40:00,240.1,231.7,129.6,31.95,16.35,1.702,871.2897,154.37
2018-03-05 17:50:00,136.4,161.2,101.1,31.74,16.39,2.558,871.2733,146.77
2018-03-05 18:00:00,53.06,102.0,73.9,31.0,18.06,2.15,871.404,168.38
2018-03-05 18:10:00,157.2,103.0,63.14,31.16,16.11,1.473,871.4896,182.81
2018-03-05 18:20:00,60.96,74.01,53.85,31.12,17.85,1.787,871.3692,174.91
2018-03-05 18:30:00,26.49,39.84,30.09,30.24,17.89,2.257,871.4105,184.12
2018-03-05 18:40:00,0.031,16.82,13.38,29.95,18.43,2.041,871.3656,155.94
2018-03-05 18:50:00,0.0,2.623,1.682,29.71,18.84,1.264,871.2445,165.54000000000002
2018-03-05 19:00:00,0.0,0.062,0.0,29.41,19.59,1.091,871.5344,188.27
2018-03-05 19:10:00,0.0,0.0,0.0,29.13,19.93,0.403,871.6791,178.49
2018-03-05 19:20:00,0.0,0.0,0.0,28.94,20.1,0.227,871.7158,195.43
2018-03-05 19:30:00,0.0,0.0,0.0,28.66,21.57,0.0,871.8666,213.20999999999998
2018-03-05 19:40:00,0.0,0.0,0.0,28.22,22.76,0.0,871.7776,285.06
2018-03-05 19:50:00,0.0,0.0,0.0,27.81,23.27,0.798,871.9262,320.37
2018-03-05 20:00:00,0.0,0.0,0.0,27.19,25.11,1.934,871.9067,326.54
2018-03-05 20:10:00,0.007,0.0,0.0,27.18,24.63,2.184,872.1055,349.21
2018-03-05 20:20:00,0.0,0.0,0.0,25.84,26.71,2.914,872.579,349.8
2018-03-05 20:30:00,0.008,0.0,0.0,25.73,26.0,2.604,872.5018,314.0412
2018-03-05 20:40:00,0.0,0.0,0.0,25.56,26.95,2.101,872.4174,249.0187
2018-03-05 20:50:00,0.002,0.0,0.0,25.18,27.19,2.234,872.7415,247.92510000000001
2018-03-05 21:00:00,0.001,0.0,0.0,24.93,28.28,1.99,872.8118,313.7632
2018-03-05 21:10:00,0.0,0.0,0.0,24.85,28.49,1.674,873.0258,55.530100000000004
2018-03-05 21:20:00,0.0,0.0,0.0,24.85,28.73,1.295,873.0992,146.6059
2018-03-05 21:30:00,0.0,0.0,0.0,24.64,29.03,1.431,873.3081,217.839
2018-03-05 21:40:00,0.0,0.0,0.0,24.56,28.97,1.34,873.2938,178.5163
2018-03-05 21:50:00,0.0,0.0,0.0,24.53,30.06,0.815,873.2451,248.6565
2018-03-05 22:00:00,0.0,0.0,0.0,24.01,31.52,1.354,873.2858,119.4728
2018-03-05 22:10:00,0.0,0.0,0.0,23.76,31.25,1.288,873.4495,212.35999999999999
2018-03-05 22:20:00,0.048,0.0,0.0,23.86,31.08,0.349,873.4417,266.51
2018-03-05 22:30:00,0.125,0.0,0.0,23.93,29.89,1.192,873.6128,283.33000000000004
2018-03-05 22:40:00,0.003,0.0,0.0,23.82,31.11,0.483,873.6462,272.52
2018-03-05 22:50:00,0.0,0.0,0.0,23.54,31.79,0.0,873.777,236.7096
2018-03-05 23:00:00,0.057,0.0,0.0,23.25,31.73,0.976,873.8912,81.244
2018-03-05 23:10:00,0.123,0.0,0.0,23.28,31.59,0.883,873.8582,162.38
2018-03-05 23:20:00,0.053,0.0,0.0,23.32,34.25,0.697,873.9241,155.78
2018-03-05 23:30:00,0.05,0.0,0.0,22.79,34.96,0.374,874.0793,226.42
2018-03-05 23:40:00,0.069,0.0,0.0,22.94,34.38,0.341,874.26,246.5256
2018-03-05 23:50:00,0.039,0.0,0.0,22.79,34.86,1.239,874.423,208.767
2018-03-06 00:00:00,0.084,0.0,0.0,22.66,34.49,1.662,874.5618,130.79500000000002
2018-03-06 00:10:00,0.0,0.0,0.0,22.73,37.42,0.546,874.5448,120.60499999999999
2018-03-06 00:20:00,0.0,0.0,0.0,22.82,40.14,0.156,874.5377,103.53299999999999
2018-03-06 00:30:00,0.009,0.0,0.0,22.6,41.1,0.537,874.5616,132.51
2018-03-06 00:40:00,0.0,0.0,0.0,22.65,41.54,0.011,874.5622,187.083
2018-03-06 00:50:00,0.0,0.0,0.0,22.68,41.44,0.027,874.643,29.464
2018-03-06 01:00:00,0.275,0.0,0.0,22.44,41.78,1.002,874.4966,181.5881
2018-03-06 01:10:00,0.0,0.0,0.0,22.09,43.14,1.706,874.201,213.2163
2018-03-06 01:20:00,0.0,0.0,0.0,21.24,45.77,2.221,874.268,273.754
