,Ib,Ig,Id,To,HR,WS,P,WD
2018-03-08 11:30:00,812.0,888.0,153.0,26.37,31.1,1.926,878.2297,147.56
2018-03-08 11:40:00,807.0,902.0,158.7,26.35,32.06,2.386,878.1447,97.79299999999999
2018-03-08 11:50:00,796.0,914.0,168.1,25.91,33.8,2.117,878.0811,130.866
2018-03-08 12:00:00,793.0,929.0,176.5,25.98,32.47,1.766,877.7572,201.25
2018-03-08 12:10:00,793.3,955.0,193.4,26.23,32.09,3.169,877.7822,243.99
2018-03-08 12:20:00,742.9,996.0,266.1,26.0,29.33,1.905,877.575,115.256
2018-03-08 12:30:00,479.6,819.0,306.2,27.33,29.64,1.5,877.386,179.22
2018-03-08 12:40:00,555.2,896.0,288.0,27.91,28.01,1.593,877.2033,175.12
2018-03-08 12:50:00,615.6,939.0,280.6,28.3,27.73,1.812,876.9572,220.96999999999997
2018-03-08 13:00:00,790.9,989.0,212.5,27.77,29.37,2.453,876.7905,182.07999999999998
2018-03-08 13:10:00,793.0,1006.0,233.1,28.81,25.31,0.865,876.487,168.09
2018-03-08 13:20:00,772.7,1015.0,254.8,29.57,26.61,1.944,876.355,121.85
2018-03-08 13:30:00,728.7,965.0,242.0,29.05,26.64,2.519,876.2195,84.671
2018-03-08 13:40:00,743.7,960.0,230.6,29.34,27.02,2.191,875.7905,157.709
2018-03-08 13:50:00,741.7,952.0,239.1,28.71,26.95,1.569,875.7748,178.70999999999998
2018-03-08 14:00:00,641.8,878.0,246.4,30.13,25.82,1.686,875.551,168.13
2018-03-08 14:10:00,714.5,944.0,262.0,29.29,23.51,1.281,875.4465,102.9
2018-03-08 14:20:00,658.5,888.0,254.7,30.76,23.75,1.789,875.1251,144.78
2018-03-08 14:30:00,671.6,871.0,242.2,30.09,24.36,2.668,875.0451,116.6
2018-03-08 14:40:00,680.3,897.0,271.6,30.6,23.68,2.079,874.7355,106.806
2018-03-08 14:50:00,681.6,912.0,295.0,30.97,22.59,2.078,874.3511,165.27
2018-03-08 15:00:00,550.9,821.0,309.4,30.97,21.7,2.184,874.1763,164.5
2018-03-08 15:10:00,484.7,769.1,329.2,30.83,23.13,2.08,874.0717,175.26999999999998
2018-03-08 15:20:00,597.6,767.5,260.0,31.26,22.04,1.955,873.8002,161.55
2018-03-08 15:30:00,592.2,758.5,274.2,31.31,21.6,2.002,873.5958,139.065
2018-03-08 15:40:00,481.4,729.9,318.9,31.66,21.19,1.469,873.5268,196.57
2018-03-08 15:50:00,522.8,710.1,290.7,31.7,19.93,1.774,873.2243,127.19000000000001
2018-03-08 16:00:00,543.9,638.3,236.8,31.92,20.54,2.262,873.186,111.06999999999998
2018-03-08 16:10:00,190.9,408.9,232.7,31.74,21.26,1.114,873.291,98.418
2018-03-08 16:20:00,366.7,454.4,198.2,31.07,20.03,1.568,873.1627,131.94
2018-03-08 16:30:00,475.4,488.6,188.0,32.17,19.66,1.489,873.166,106.86600000000001
2018-03-08 16:40:00,458.0,493.1,214.3,32.46,19.39,1.935,873.2205,80.60499999999999
2018-03-08 16:50:00,441.8,460.1,204.6,31.17,20.48,2.016,872.9922,123.045
2018-03-08 17:00:00,350.9,370.8,179.2,31.21,19.11,1.681,873.1232,115.07000000000001
2018-03-08 17:10:00,412.6,374.1,172.7,32.55,18.74,1.149,873.1122,134.53
2018-03-08 17:20:00,392.5,343.6,165.4,32.52,19.01,1.861,872.8709,124.15
2018-03-08 17:30:00,344.1,300.7,157.1,32.51,19.04,1.321,872.8655,88.583
2018-03-08 17:40:00,278.0,222.1,116.5,31.74,21.02,1.067,872.8483,91.285
2018-03-08 17:50:00,171.0,154.5,89.6,30.93,20.68,1.272,872.7949,89.72
2018-03-08 18:00:00,215.0,135.1,72.96,30.82,20.58,0.74,872.8815,120.35999999999999
2018-03-08 18:10:00,168.4,97.7,56.52,30.59,20.58,1.03,872.8144,96.51
2018-03-08 18:20:00,32.75,50.35,36.8,30.03,21.87,1.13,872.8879,63.778999999999996
2018-03-08 18:30:00,0.139,25.73,20.47,29.31,22.52,0.319,872.8363,78.174
2018-03-08 18:40:00,0.0,9.13,7.053,29.2,22.55,0.035,873.048,68.354
2018-03-08 18:50:00,0.0,1.247,0.663,29.04,22.55,0.071,872.8977,68.512
2018-03-08 19:00:00,0.0,0.0,0.0,28.83,23.51,0.447,872.9805,89.9057
2018-03-08 19:10:00,0.0,0.0,0.0,28.36,26.16,0.934,873.0436,14.9232
2018-03-08 19:20:00,0.004,0.0,0.0,28.01,25.55,1.252,873.1381,251.9205
2018-03-08 19:30:00,0.0,0.0,0.0,27.76,24.7,1.316,873.3232,339.13
2018-03-08 19:40:00,0.0,0.0,0.0,27.84,25.65,1.638,873.4597,343.06
2018-03-08 19:50:00,0.0,0.0,0.0,27.07,27.63,2.478,873.4543,343.52
2018-03-08 20:00:00,0.0,0.0,0.0,26.49,28.92,2.183,873.8652,342.64
2018-03-08 20:10:00,0.0,0.0,0.0,26.19,29.64,1.932,873.7668,300.87
2018-03-08 20:20:00,0.0,0.0,0.0,26.01,29.71,0.968,873.8439,279.41999999999996
2018-03-08 20:30:00,0.0,0.0,0.0,26.21,29.61,0.002,873.7911,328.2
2018-03-08 20:40:00,0.065,0.0,0.0,26.2,29.54,1.214,873.9521,296.402
2018-03-08 20:50:00,0.0,0.0,0.0,26.1,29.78,0.557,874.2383,75.238
2018-03-08 21:00:00,0.0,0.0,0.0,26.06,29.92,0.0,874.2674,204.99
2018-03-08 21:10:00,0.0,0.0,0.0,26.03,30.05,0.314,874.2792,293.21999999999997
2018-03-08 21:20:00,0.038,0.0,0.0,25.99,30.16,0.576,874.4273,316.40999999999997
2018-03-08 21:30:00,0.0,0.0,0.0,25.98,30.6,0.361,874.502,315.90680000000003
2018-03-08 21:40:00,0.0,0.0,0.0,25.68,33.33,1.058,874.6241,232.1009
2018-03-08 21:50:00,0.0,0.0,0.0,25.23,32.58,0.8,874.5425,181.64000000000001
2018-03-08 22:00:00,0.0,0.0,0.0,25.22,31.55,0.0,874.4938,71.946
2018-03-08 22:10:00,0.0,0.0,0.0,25.1,34.04,0.016,874.6273,13.6988
2018-03-08 22:20:00,0.0,0.0,0.0,24.47,34.52,1.176,874.7037,245.53220000000002
2018-03-08 22:30:00,0.0,0.0,0.0,24.12,34.18,1.925,874.9034,347.63
2018-03-08 22:40:00,0.0,0.0,0.0,24.17,33.6,1.996,874.921,355.71
2018-03-08 22:50:00,0.0,0.0,0.0,24.13,34.9,1.528,874.8972,346.7
2018-03-08 23:00:00,0.009,0.0,0.0,23.88,34.96,1.928,874.8563,218.64690000000002
2018-03-08 23:10:00,0.254,0.0,0.0,24.05,34.9,1.807,874.9953,100.799
2018-03-08 23:20:00,0.014,0.0,0.0,24.09,35.51,0.381,875.0524,214.79300000000003
2018-03-08 23:30:00,0.098,0.0,0.0,23.89,36.39,0.637,875.0364,154.6424
2018-03-08 23:40:00,0.065,0.0,0.0,24.02,36.5,0.343,875.1749,346.53000000000003
2018-03-08 23:50:00,0.0,0.0,0.0,23.47,37.96,1.091,875.0443,184.5452
2018-03-09 00:00:00,0.0,0.0,0.0,23.49,37.89,1.143,875.1181,112.446
2018-03-09 00:10:00,0.0,0.0,0.0,23.44,40.86,0.37,875.2733,72.489
2018-03-09 00:20:00,0.0,0.0,0.0,23.01,41.4,0.0,875.2484,49.035000000000004
2018-03-09 00:30:00,0.0,0.0,0.0,22.95,41.3,0.975,875.2245,49.446
2018-03-09 00:40:00,0.028,0.0,0.0,22.8,40.69,0.898,875.2977,42.08
2018-03-09 00:50:00,0.119,0.0,0.0,23.08,40.38,1.001,875.38,36.072
2018-03-09 01:00:00,0.094,0.0,0.0,23.16,40.82,0.958,875.5025,35.315999999999995
2018-03-09 01:10:00,0.024,0.0,0.0,23.23,40.79,0.261,875.4609,113.1605
2018-03-09 01:20:00,0.013,0.0,0.0,23.02,40.86,1.537,875.4454,16.2864
2018-03-09 01:30:00,0.0,0.0,0.0,22.73,40.25,1.423,875.4205,17.482
2018-03-09 01:40:00,0.001,0.0,0.0,22.91,38.34,0.755,875.3053,9.4386
2018-03-09 01:50:00,0.0,0.0,0.0,22.78,39.05,1.395,875.208,45.759499999999996
2018-03-09 02:00:00,0.005,0.0,0.0,22.8,39.12,1.453,875.2651,15.8125
2018-03-09 02:10:00,0.0,0.0,0.0,22.91,39.12,1.389,875.2156,79.23060000000001
2018-03-09 02:20:00,0.002,0.0,0.0,22.93,39.73,1.363,875.1674,113.96399999999998
2018-03-09 02:30:00,0.0,0.0,0.0,22.84,39.6,1.12,875.2488,216.1857
2018-03-09 02:40:00,0.0,0.0,0.0,22.59,40.96,1.014,875.2078,218.45999999999998
2018-03-09 02:50:00,0.0,0.0,0.0,22.21,41.74,0.414,875.126,239.68
2018-03-09 03:00:00,0.065,0.0,0.0,22.24,41.13,0.959,875.0355,253.64000000000001
2018-03-09 03:10:00,0.0,0.0,0.0,22.18,42.15,0.86,874.8894,233.19
2018-03-09 03:20:00,0.147,0.0,0.0,22.07,43.62,1.259,875.0519,228.35999999999999
2018-03-09 03:30:00,0.013,0.0,0.0,21.94,45.83,0.266,875.1994,123.921
2018-03-09 03:40:00,0.0,0.0,0.0,21.69,46.58,0.134,875.0035,94.17
2018-03-09 03:50:00,0.0,0.0,0.0,21.38,46.58,0.021,875.176,80.013
2018-03-09 04:00:00,0.0,0.0,0.0,21.04,48.66,0.562,875.2404,76.061
2018-03-09 04:10:00,0.0,0.0,0.0,20.55,48.59,1.251,875.2898,39.466699999999996
2018-03-09 04:20:00,0.03,0.0,0.0,20.63,49.65,1.048,875.3304,343.98
2018-03-09 04:30:00,0.098,0.0,0.0,20.26,49.62,2.07,875.1418,279.1268
2018-03-09 04:40:00,0.0,0.0,0.0,20.03,52.07,2.371,875.2005,311.3168
2018-03-09 04:50:00,0.131,0.0,0.0,20.07,49.51,1.951,875.3796,328.59000000000003
2018-03-09 05:00:00,0.232,0.0,0.0,20.84,48.66,1.834,875.3221,336.25
2018-03-09 05:10:00,0.0,0.0,0.0,20.5,50.09,1.443,875.4047,306.3029
2018-03-09 05:20:00,0.0,0.0,0.0,20.45,50.84,1.01,875.4286,317.177
2018-03-09 05:30:00,0.0,0.0,0.0,19.9,51.56,1.163,875.3386,279.3392
2018-03-09 05:40:00,0.0,0.0,0.0,19.56,52.92,1.548,875.6008,45.468599999999995
2018-03-09 05:50:00,0.0,0.0,0.0,19.3,52.21,1.653,875.4286,147.5027
2018-03-09 06:00:00,0.0,0.0,0.0,19.31,52.48,1.785,875.8051,277.6047
2018-03-09 06:10:00,0.008,0.0,0.0,19.57,49.92,1.293,875.8368,100.24300000000001
2018-03-09 06:20:00,0.0,0.0,0.0,19.71,49.75,0.283,875.8143,27.119
2018-03-09 06:30:00,0.133,0.0,0.0,19.69,49.58,0.507,875.8624,81.4031
2018-03-09 06:40:00,0.044,0.0,0.0,19.58,51.32,0.605,876.2388,212.06149999999997
2018-03-09 06:50:00,0.001,0.0,0.0,18.99,52.89,1.398,876.2711,282.496
2018-03-09 07:00:00,0.388,2.44,2.5,19.09,51.56,1.994,876.541,347.66999999999996
2018-03-09 07:10:00,9.54,13.44,10.56,18.94,52.27,2.484,876.5077,346.48
2018-03-09 07:20:00,72.96,33.22,22.04,18.82,52.72,2.634,876.5584,353.01
2018-03-09 07:30:00,141.9,59.46,34.03,18.69,53.43,2.089,876.8681,283.1808
2018-03-09 07:40:00,208.2,89.8,45.49,18.74,53.23,1.744,876.8674,146.1652
2018-03-09 07:50:00,276.1,124.7,56.44,19.13,50.3,1.553,877.0084,17.1232
2018-03-09 08:00:00,336.9,161.9,66.41,19.97,47.78,0.902,877.1461,32.599000000000004
2018-03-09 08:10:00,391.9,200.8,75.21,20.76,44.74,0.602,877.2281,37.416000000000004
2018-03-09 08:20:00,439.7,239.4,82.4,22.13,41.88,0.188,877.2199,85.86800000000001
2018-03-09 08:30:00,489.3,281.8,88.7,22.75,38.06,0.596,877.1866,108.6
2018-03-09 08:40:00,531.6,323.5,93.9,23.67,34.38,0.149,877.1143,152.83999999999997
2018-03-09 08:50:00,562.6,362.0,98.0,24.05,35.92,0.593,877.3342,160.13
2018-03-09 09:00:00,608.1,409.2,101.8,24.19,34.15,1.184,877.2087,138.84
2018-03-09 09:10:00,649.1,455.0,105.3,24.62,31.18,1.05,877.1945,131.85999999999999
2018-03-09 09:20:00,671.4,493.3,108.7,25.0,30.43,0.869,877.2571,146.55
2018-03-09 09:30:00,683.4,529.7,113.4,25.31,31.07,1.427,877.3542,147.95
2018-03-09 09:40:00,705.8,571.1,117.9,25.04,30.56,1.855,877.3677,160.1
2018-03-09 09:50:00,724.5,607.0,121.9,26.02,29.03,0.71,877.3187,171.79000000000002
2018-03-09 10:00:00,737.5,642.9,124.9,25.88,30.39,1.554,877.301,184.35
2018-03-09 10:10:00,757.2,676.8,126.1,26.73,28.21,0.528,877.2269,156.82
2018-03-09 10:20:00,768.8,712.5,129.2,25.56,30.9,2.387,877.2619,123.157
2018-03-09 10:30:00,783.5,743.8,131.4,26.07,30.01,1.222,877.0306,160.92000000000002
2018-03-09 10:40:00,795.4,774.4,133.6,26.82,30.25,1.469,877.0006,170.73
2018-03-09 10:50:00,807.0,802.0,134.5,26.72,30.25,1.461,877.2768,154.137
2018-03-09 11:00:00,819.0,830.0,135.2,26.27,30.83,1.337,877.1449,109.641
2018-03-09 11:10:00,829.0,854.0,136.8,26.88,28.92,1.772,877.0165,148.45
2018-03-09 11:20:00,836.0,875.0,137.6,27.49,28.55,1.73,876.8845,172.14000000000001
2018-03-09 11:30:00,835.0,889.0,139.0,27.63,28.34,1.5,876.7526,230.91
2018-03-09 11:40:00,845.0,911.0,139.7,26.72,29.37,1.778,876.5837,132.49
2018-03-09 11:50:00,853.0,928.0,139.4,27.0,28.21,2.058,876.3458,110.90360000000001
2018-03-09 12:00:00,861.0,945.0,140.3,27.97,27.32,1.782,876.1347,93.191
2018-03-09 12:10:00,860.0,952.0,141.2,28.64,28.04,2.073,875.917,114.06800000000001
2018-03-09 12:20:00,858.0,959.0,142.7,27.17,27.73,1.638,875.8779,147.82999999999998
2018-03-09 12:30:00,856.0,963.0,144.5,29.1,26.54,2.202,875.5934,94.394
2018-03-09 12:40:00,856.0,967.0,145.0,29.45,27.19,1.491,875.3606,130.387
2018-03-09 12:50:00,853.0,969.0,146.6,28.63,26.44,1.678,875.253,167.2
2018-03-09 13:00:00,846.0,969.0,152.4,29.49,26.88,2.856,874.9387,141.67000000000002
2018-03-09 13:10:00,833.0,963.0,159.2,29.77,25.79,1.925,874.5643,172.60999999999999
2018-03-09 13:20:00,809.0,960.0,175.7,29.34,26.44,2.502,874.4634,101.433
2018-03-09 13:30:00,790.4,963.0,194.9,29.85,26.95,2.66,874.4348,53.66799999999999
2018-03-09 13:40:00,750.2,977.0,243.2,29.58,26.64,1.513,874.1097,128.154
2018-03-09 13:50:00,467.6,841.0,329.3,29.88,25.31,1.301,873.8514,128.68
2018-03-09 14:00:00,600.2,950.0,337.2,31.0,23.88,1.948,873.6783,157.59
2018-03-09 14:10:00,633.4,975.0,326.6,31.56,23.78,3.153,873.3997,210.13000000000002
2018-03-09 14:20:00,720.5,954.0,269.9,30.85,24.39,3.427,873.2122,200.301
2018-03-09 14:30:00,681.6,873.0,241.5,30.04,22.86,2.568,872.8756,177.392
2018-03-09 14:40:00,693.4,873.0,241.2,30.94,24.29,3.133,872.6365,222.41
2018-03-09 14:50:00,726.3,856.0,212.6,30.85,23.47,2.33,872.4388,232.17000000000002
2018-03-09 15:00:00,627.6,773.6,215.8,30.57,24.6,3.599,872.4455,161.95
2018-03-09 15:10:00,627.2,777.8,241.2,31.48,21.94,1.9,872.2959,192.43
2018-03-09 15:20:00,375.2,571.3,243.8,31.81,23.06,2.508,872.2069,193.05
2018-03-09 15:30:00,676.9,726.7,194.8,32.05,21.7,1.957,871.9997,168.2
2018-03-09 15:40:00,160.8,343.3,177.8,31.43,23.88,3.559,871.8757,176.52
2018-03-09 15:50:00,496.8,572.2,187.5,31.31,21.8,2.56,871.812,195.53
2018-03-09 16:00:00,355.5,446.3,181.7,32.04,20.44,0.876,871.686,268.33000000000004
2018-03-09 16:10:00,316.0,416.6,180.4,31.43,24.15,2.614,871.3951,197.06
2018-03-09 16:20:00,237.7,321.4,152.0,30.89,21.53,1.508,871.3403,223.01
2018-03-09 16:30:00,274.9,332.9,150.5,31.86,21.67,1.443,871.2696,174.39000000000001
2018-03-09 16:40:00,344.9,366.6,152.3,31.64,21.97,3.289,871.2767,173.59
2018-03-09 16:50:00,513.2,406.0,131.7,31.87,22.04,3.15,871.2257,180.37
2018-03-09 17:00:00,510.3,371.6,120.0,32.16,21.53,3.472,871.127,179.77
2018-03-09 17:10:00,487.7,329.4,108.4,32.18,19.93,2.928,871.0822,213.08
2018-03-09 17:20:00,429.4,275.1,95.7,31.83,20.54,3.213,871.1553,196.26
2018-03-09 17:30:00,416.1,245.4,88.7,31.86,20.07,3.386,871.1057,195.07
2018-03-09 17:40:00,378.0,208.7,81.2,31.58,19.28,3.498,871.4288,180.70999999999998
2018-03-09 17:50:00,336.1,172.4,72.77,31.75,19.04,2.379,871.1367,177.85999999999999
2018-03-09 18:00:00,306.7,141.5,62.46,31.42,19.04,3.674,871.202,204.68
2018-03-09 18:10:00,73.6,72.2,47.66,30.81,18.57,3.405,871.3224,196.68
2018-03-09 18:20:00,150.0,62.17,35.43,30.47,18.84,3.073,871.4385,194.18
2018-03-09 18:30:00,118.4,41.35,24.59,30.34,18.84,3.452,871.1727,192.03
2018-03-09 18:40:00,7.787,17.14,13.14,29.84,19.28,3.45,871.4385,184.70999999999998
2018-03-09 18:50:00,0.01,4.39,3.273,29.46,19.86,3.431,871.3339,183.22
2018-03-09 19:00:00,0.001,0.0,0.0,29.11,19.69,3.493,871.267,197.06
2018-03-09 19:10:00,0.018,0.0,0.0,28.95,20.07,4.151,871.3437,206.01999999999998
2018-03-09 19:20:00,0.037,0.0,0.0,28.79,20.48,3.665,871.7377,215.73000000000002
2018-03-09 19:30:00,0.003,0.0,0.0,28.65,21.43,4.091,871.7775,229.60999999999999
2018-03-09 19:40:00,0.0,0.0,0.0,28.36,21.84,4.306,871.9934,238.28000000000003
2018-03-09 19:50:00,0.0,0.0,0.0,28.19,21.87,4.7,872.2627,238.53000000000003
2018-03-09 20:00:00,0.0,0.0,0.0,28.03,22.11,3.986,872.5027,245.26999999999998
2018-03-09 20:10:00,0.0,0.0,0.0,27.81,22.35,3.61,872.8546,254.85
2018-03-09 20:20:00,0.0,0.0,0.0,27.6,22.49,2.766,873.0812,259.32
2018-03-09 20:30:00,0.0,0.0,0.0,27.35,22.79,2.526,873.1685,285.67999999999995
2018-03-09 20:40:00,0.0,0.0,0.0,27.08,23.37,1.517,873.313,212.5411
2018-03-09 20:50:00,0.0,0.0,0.0,26.69,24.87,1.379,873.465,113.88600000000001
2018-03-09 21:00:00,0.0,0.0,0.0,25.97,25.59,0.942,873.8134,36.2028
2018-03-09 21:10:00,0.0,0.0,0.0,25.66,26.54,0.249,873.8625,23.799200000000003
2018-03-09 21:20:00,0.0,0.0,0.0,25.08,26.65,1.235,874.0869,218.565
2018-03-09 21:30:00,0.0,0.0,0.0,24.97,26.75,0.74,874.2532,273.7116
2018-03-09 21:40:00,0.0,0.0,0.0,24.91,28.93,0.743,874.348,344.2
2018-03-09 21:50:00,0.0,0.0,0.0,23.92,30.26,2.365,874.4636,330.51
2018-03-09 22:00:00,0.001,0.0,0.0,23.8,29.89,2.046,874.5253,332.57
2018-03-09 22:10:00,0.139,0.0,0.0,24.27,29.51,2.26,874.5852,152.9515
2018-03-09 22:20:00,0.157,0.0,0.0,24.41,29.55,1.736,874.5945,34.2575
2018-03-09 22:30:00,0.008,0.0,0.0,24.34,29.99,0.518,874.7416,35.831
2018-03-09 22:40:00,0.0,0.0,0.0,24.35,30.16,0.625,874.6843,90.849
2018-03-09 22:50:00,0.0,0.0,0.0,24.06,31.32,0.044,874.6926,65.25399999999999
2018-03-09 23:00:00,0.0,0.0,0.0,23.66,32.41,0.017,874.7254,95.827
2018-03-09 23:10:00,0.102,0.0,0.0,23.73,31.62,0.262,874.758,59.95399999999999
2018-03-09 23:20:00,0.121,0.0,0.0,23.41,32.58,0.849,874.8318,64.71900000000001
2018-03-09 23:30:00,0.275,0.0,0.0,23.69,31.56,1.127,874.8477,71.4
2018-03-09 23:40:00,0.088,0.0,0.0,23.84,31.86,0.45,874.8726,50.594
2018-03-09 23:50:00,0.046,0.0,0.0,23.68,32.68,0.771,874.7664,59.214
2018-03-10 00:00:00,0.0,0.0,0.0,23.43,32.95,0.348,874.7823,59.372
2018-03-10 00:10:00,0.194,0.0,0.0,23.43,32.99,0.811,874.7581,43.058
2018-03-10 00:20:00,0.065,0.0,0.0,23.43,34.18,0.73,874.7907,40.65
2018-03-10 00:30:00,0.0,0.0,0.0,22.95,34.49,0.581,874.6838,27.689
2018-03-10 00:40:00,0.004,0.0,0.0,22.86,35.99,0.911,874.4548,26.776
2018-03-10 00:50:00,0.003,0.0,0.0,22.65,37.11,0.996,874.439,29.325
2018-03-10 01:00:00,0.011,0.0,0.0,22.38,35.51,1.307,874.5218,21.781
2018-03-10 01:10:00,0.184,0.0,0.0,22.53,35.85,1.445,874.5454,14.701400000000001
2018-03-10 01:20:00,0.057,0.0,0.0,22.39,36.09,1.503,874.5118,15.475200000000001
2018-03-10 01:30:00,0.113,0.0,0.0,22.31,36.12,1.741,874.1287,18.39
2018-03-10 01:40:00,0.038,0.0,0.0,22.17,35.47,1.522,874.1443,19.488
2018-03-10 01:50:00,0.039,0.0,0.0,22.16,35.88,1.729,874.0463,21.779
2018-03-10 02:00:00,0.0,0.0,0.0,22.03,36.74,1.796,873.784,18.494
2018-03-10 02:10:00,0.0,0.0,0.0,21.87,37.08,1.417,873.63,176.5154
2018-03-10 02:20:00,0.0,0.0,0.0,21.6,36.12,1.35,873.7851,312.5567
2018-03-10 02:30:00,0.032,0.0,0.0,21.63,34.9,2.0,873.8173,113.8865
2018-03-10 02:40:00,0.026,0.0,0.0,21.49,37.04,1.839,873.6371,12.6901
2018-03-10 02:50:00,0.007,0.0,0.0,21.38,36.6,1.491,873.6221,26.240999999999996
2018-03-10 03:00:00,0.0,0.0,0.0,21.36,36.16,0.939,873.9238,32.534000000000006
2018-03-10 03:10:00,0.239,0.0,0.0,21.51,36.12,1.08,873.9238,29.121
2018-03-10 03:20:00,0.297,0.0,0.0,21.54,35.88,2.015,873.9238,215.5084
2018-03-10 03:30:00,0.001,0.0,0.0,21.3,35.34,1.264,873.9238,43.2392
2018-03-10 03:40:00,0.001,0.0,0.0,21.35,34.93,1.426,873.9238,282.5232
2018-03-10 03:50:00,0.0,0.0,0.0,21.05,35.51,1.554,873.8412,182.1088
2018-03-10 04:00:00,0.0,0.0,0.0,20.67,37.21,1.945,873.4331,147.18869999999998
2018-03-10 04:10:00,0.0,0.0,0.0,20.52,35.61,1.61,873.4331,333.65999999999997
2018-03-10 04:20:00,0.013,0.0,0.0,20.85,34.62,1.785,873.7284,342.76
2018-03-10 04:30:00,0.021,0.0,0.0,20.6,37.55,1.467,873.9402,327.75
2018-03-10 04:40:00,0.0,0.0,0.0,20.44,36.05,1.733,873.6043,323.07
2018-03-10 04:50:00,0.0,0.0,0.0,20.19,37.76,1.844,873.8268,342.99
2018-03-10 05:00:00,0.0,0.0,0.0,19.59,40.82,1.778,874.2509,340.36
2018-03-10 05:10:00,0.0,0.0,0.0,19.01,40.52,1.393,874.3657,345.94
2018-03-10 05:20:00,0.0,0.0,0.0,19.22,40.45,0.665,874.1201,211.5142
2018-03-10 05:30:00,0.002,0.0,0.0,19.32,39.67,0.857,874.2419,80.509
2018-03-10 05:40:00,0.168,0.0,0.0,19.65,38.3,1.179,874.1694,121.90299999999999
2018-03-10 05:50:00,0.188,0.0,0.0,19.54,39.9,1.397,874.4475,281.1234
2018-03-10 06:00:00,0.082,0.0,0.0,19.3,40.18,2.065,874.3578,247.9219
2018-03-10 06:10:00,0.003,0.0,0.0,18.95,41.88,2.186,874.8079,354.58000000000004
2018-03-10 06:20:00,0.0,0.0,0.0,18.68,42.9,2.029,875.0118,341.77
2018-03-10 06:30:00,0.049,0.0,0.0,18.59,42.36,2.296,875.1672,342.81
2018-03-10 06:40:00,0.174,0.0,0.0,18.81,41.95,1.824,875.1343,334.48
2018-03-10 06:50:00,0.273,0.019,0.016,19.08,41.51,1.506,875.2399,340.77
2018-03-10 07:00:00,0.181,3.419,2.75,18.75,42.53,1.681,874.9471,334.84000000000003
2018-03-10 07:10:00,13.73,14.97,10.64,18.22,43.79,1.604,875.3461,344.32
2018-03-10 07:20:00,153.9,39.31,20.91,18.54,43.45,1.591,875.0118,328.89
2018-03-10 07:30:00,257.2,70.77,30.38,18.3,43.35,2.063,875.2001,329.1
2018-03-10 07:40:00,347.5,105.6,39.01,18.94,40.69,1.483,875.2568,330.57
2018-03-10 07:50:00,426.4,144.1,46.2,19.73,39.22,1.678,875.3889,333.61
2018-03-10 08:00:00,489.6,184.4,52.47,20.01,38.64,1.451,875.9195,237.481
2018-03-10 08:10:00,545.4,225.7,57.82,20.85,36.12,0.902,875.8451,212.58139999999997
2018-03-10 08:20:00,586.8,265.1,62.36,22.14,34.01,0.0,875.6906,176.53
2018-03-10 08:30:00,624.8,306.0,66.7,23.48,30.74,0.0,875.8461,125.92
2018-03-10 08:40:00,654.2,346.6,71.31,25.02,28.52,0.076,876.3536,173.06
2018-03-10 08:50:00,686.8,391.1,75.98,25.41,29.78,0.435,876.4755,160.89000000000001
2018-03-10 09:00:00,722.8,436.6,78.24,25.11,31.15,1.15,876.3738,162.25
2018-03-10 09:10:00,739.9,474.9,81.2,25.23,31.45,1.305,876.4185,145.95999999999998
2018-03-10 09:20:00,763.6,516.0,84.3,25.36,30.5,1.05,876.3119,164.15
2018-03-10 09:30:00,778.0,554.1,87.2,25.3,31.11,1.83,876.4524,180.35
2018-03-10 09:40:00,800.0,594.1,89.5,26.16,28.31,0.748,876.4634,152.62
2018-03-10 09:50:00,811.0,627.5,91.7,26.84,27.97,0.938,876.4347,147.965
2018-03-10 10:00:00,823.0,664.0,94.1,26.56,28.21,1.086,876.2704,159.79
2018-03-10 10:10:00,835.0,698.6,96.7,27.07,27.97,1.614,876.1489,189.7
2018-03-10 10:20:00,845.0,731.1,98.9,27.03,27.8,1.296,876.3586,157.26
2018-03-10 10:30:00,857.0,764.3,100.2,27.33,26.61,1.675,876.3439,130.284
2018-03-10 10:40:00,869.0,795.0,101.4,28.14,25.45,1.621,876.2394,156.57
2018-03-10 10:50:00,883.0,825.0,102.0,28.42,25.79,1.355,876.0246,173.66
2018-03-10 11:00:00,886.0,846.0,103.4,28.86,24.91,0.863,875.9739,168.18
2018-03-10 11:10:00,895.0,872.0,104.5,28.85,24.7,1.634,875.9618,193.59
2018-03-10 11:20:00,900.0,891.0,105.1,28.81,25.42,1.21,875.7676,132.711
2018-03-10 11:30:00,902.0,910.0,106.6,28.99,25.72,1.634,875.6723,152.614
2018-03-10 11:40:00,898.0,921.0,108.6,29.11,24.7,1.316,875.5577,243.0
2018-03-10 11:50:00,894.0,933.0,112.0,29.04,24.8,2.033,875.3765,115.89200000000001
2018-03-10 12:00:00,905.0,950.0,110.9,29.31,23.44,1.457,875.1944,113.952
2018-03-10 12:10:00,911.0,964.0,111.5,30.31,21.91,1.069,874.8734,124.25999999999999
2018-03-10 12:20:00,910.0,971.0,112.8,31.26,20.37,1.343,874.801,115.96889999999999
2018-03-10 12:30:00,906.0,974.0,113.7,31.12,20.61,1.104,874.6458,235.10999999999999
2018-03-10 12:40:00,895.0,971.0,117.0,30.34,20.85,0.555,874.293,131.814
